word,phonemes,label
afsláttur,start AE F S T L AE UW HH,T
afsláttur,start AE F S T L AE UW HH T,R
afsláttur,start AE F S T L AE UW HH T R,stop
afstæði,start,AE
afstæði,start AE,F
afstæði,start AE F,S
afstæði,start AE F S,T
afstæði,start AE F S T,AE
afstæði,start AE F S T AE,IH
afstæði,start AE F S T AE IH,DH
afstæði,start AE F S T AE IH DH,IH
afstæði,start AE F S T AE IH DH IH,stop
afsökun,start,AE
afsökun,start AE,F
afsökun,start AE F,S
afsökun,start AE F S,AE
afsökun,start AE F S AE,K
afsökun,start AE F S AE K,N
afsökun,start AE F S AE K N,stop
aftaka,start,AE
aftaka,start AE,V
aftaka,start AE V,T
aftaka,start AE V T,AE
aftaka,start AE V T AE,K
aftaka,start AE V T AE K,AE
aftaka,start AE V T AE K AE,stop
aftur,start,AE
aftur,start AE,F
aftur,start AE F,T
aftur,start AE F T,R
aftur,start AE F T R,stop
afturbatapíka,start,AE
afturbatapíka,start AE,F
afturbatapíka,start AE F,T
afturbatapíka,start AE F T,R
afturbatapíka,start AE F T R,P
afturbatapíka,start AE F T R P,AE
afturbatapíka,start AE F T R P AE,T
afturbatapíka,start AE F T R P AE T,AE
afturbatapíka,start AE F T R P AE T AE,P
afturbatapíka,start AE F T R P AE T AE P,IH
afturbatapíka,start AE F T R P AE T AE P IH,K
afturbatapíka,start AE F T R P AE T AE P IH K,AE
afturbatapíka,start AE F T R P AE T AE P IH K AE,stop
afturbati,start,AE
afturbati,start AE,F
afturbati,start AE F,T
afturbati,start AE F T,R
afturbati,start AE F T R,P
afturbati,start AE F T R P,AE
afturbati,start AE F T R P AE,T
afturbati,start AE F T R P AE T,IH
afturbati,start AE F T R P AE T IH,stop
afturbeyging,start,AE
afturbeyging,start AE,F
afturbeyging,start AE F,T
afturbeyging,start AE F T,R
afturbeyging,start AE F T R,P
afturbeyging,start AE F T R P,EH
afturbeyging,start AE F T R P EH,IH
afturbeyging,start AE F T R P EH IH,Y
afturbeyging,start AE F T R P EH IH Y,IH
afturbeyging,start AE F T R P EH IH Y IH,NG
afturbeyging,start AE F T R P EH IH Y IH NG,K
afturbeyging,start AE F T R P EH IH Y IH NG K,stop
afturbeygður,start,AE
afturbeygður,start AE,F
afturbeygður,start AE F,T
afturbeygður,start AE F T,R
afturbeygður,start AE F T R,P
afturbeygður,start AE F T R P,EH
afturbeygður,start AE F T R P EH,IH
afturbeygður,start AE F T R P EH IH,DH
afturbeygður,start AE F T R P EH IH DH,R
afturbeygður,start AE F T R P EH IH DH R,stop
afturelding,start,AE
afturelding,start AE,F
afturelding,start AE F,T
afturelding,start AE F T,R
afturelding,start AE F T R,EH
afturelding,start AE F T R EH,L
afturelding,start AE F T R EH L,T
afturelding,start AE F T R EH L T,IH
afturelding,start AE F T R EH L T IH,NG
afturelding,start AE F T R EH L T IH NG,K
afturelding,start AE F T R EH L T IH NG K,stop
afturfótur,start,AE
afturfótur,start AE,F
afturfótur,start AE F,T
afturfótur,start AE F T,R
afturfótur,start AE F T R,F
afturfótur,start AE F T R F,OH
afturfótur,start AE F T R F OH,UW
afturfótur,start AE F T R F OH UW,T
afturfótur,start AE F T R F OH UW T,R
afturfótur,start AE F T R F OH UW T R,stop
afturhald,start,AE
afturhald,start AE,F
afturhald,start AE F,T
afturhald,start AE F T,R
afturhald,start AE F T R,HH
afturhald,start AE F T R HH,AE
afturhald,start AE F T R HH AE,L
afturhald,start AE F T R HH AE L,T
afturhald,start AE F T R HH AE L T,stop
afturhaldsstefna,start,AE
afturhaldsstefna,start AE,F
afturhaldsstefna,start AE F,T
afturhaldsstefna,start AE F T,R
afturhaldsstefna,start AE F T R,HH
afturhaldsstefna,start AE F T R HH,AE
afturhaldsstefna,start AE F T R HH AE,L
afturhaldsstefna,start AE F T R HH AE L,T
afturhaldsstefna,start AE F T R HH AE L T,S
afturhaldsstefna,start AE F T R HH AE L T S,S
afturhaldsstefna,start AE F T R HH AE L T S S,T
afturhaldsstefna,start AE F T R HH AE L T S S T,EH
afturhaldsstefna,start AE F T R HH AE L T S S T EH,P
afturhaldsstefna,start AE F T R HH AE L T S S T EH P,N
afturhaldsstefna,start AE F T R HH AE L T S S T EH P N,AE
afturhaldsstefna,start AE F T R HH AE L T S S T EH P N AE,stop
afturkræfur,start,AE
afturkræfur,start AE,F
afturkræfur,start AE F,T
afturkræfur,start AE F T,R
afturkræfur,start AE F T R,K
afturkræfur,start AE F T R K,R
afturkræfur,start AE F T R K R,AE
afturkræfur,start AE F T R K R AE,IH
afturkræfur,start AE F T R K R AE IH,V
afturkræfur,start AE F T R K R AE IH V,R
afturkræfur,start AE F T R K R AE IH V R,stop
aftursæti,start,AE
aftursæti,start AE,F
aftursæti,start AE F,T
aftursæti,start AE F T,R
aftursæti,start AE F T R,S
aftursæti,start AE F T R S,AE
aftursæti,start AE F T R S AE,IH
aftursæti,start AE F T R S AE IH,T
aftursæti,start AE F T R S AE IH T,IH
aftursæti,start AE F T R S AE IH T IH,stop
afvopna,start,AE
afvopna,start AE,V
afvopna,start AE V,V
afvopna,start AE V V,AO
afvopna,start AE V V AO,HH
afvopna,start AE V V AO HH,P
afvopna,start AE V V AO HH P,N
afvopna,start AE V V AO HH P N,AE
afvopna,start AE V V AO HH P N AE,stop
afæta,start,AE
afæta,start AE,V
afæta,start AE V,AE
afæta,start AE V AE,IH
afæta,start AE V AE IH,T
afæta,start AE V AE IH T,AE
afæta,start AE V AE IH T AE,stop
aga,start,AE
aga,start AE,AE
aga,start AE AE,stop
agalega,start,AE
agalega,start AE,AE
agalega,start AE AE,L
agalega,start AE AE L,EH
agalega,start AE AE L EH,AE
agalega,start AE AE L EH AE,stop
agalegur,start,AE
agalegur,start AE,AE
agalegur,start AE AE,L
agalegur,start AE AE L,EH
agalegur,start AE AE L EH,R
agalegur,start AE AE L EH R,stop
aggi,start,AE
aggi,start AE,IH
aggi,start AE IH,stop
agi,start,AE
agi,start AE,Y
agi,start AE Y,IH
agi,start AE Y IH,stop
agn,start,AE
agn,start AE,K
agn,start AE K,N
agn,start AE K N,stop
agða,start,AE
agða,start AE,DH
agða,start AE DH,AE
agða,start AE DH AE,stop
agúrka,start,AE
agúrka,start AE,K
agúrka,start AE K,UW
agúrka,start AE K UW,K
agúrka,start AE K UW K,AE
agúrka,start AE K UW K AE,stop
aka,start,AE
aka,start AE,K
aka,start AE K,AE
aka,start AE K AE,stop
akarn,start,AE
akarn,start AE,K
akarn,start AE K,AE
akarn,start AE K AE,R
akarn,start AE K AE R,T
akarn,start AE K AE R T,N
akarn,start AE K AE R T N,stop
akbraut,start,AE
akbraut,start AE,K
akbraut,start AE K,P
akbraut,start AE K P,R
akbraut,start AE K P R,T
akbraut,start AE K P R T,stop
akkeri,start,AE
akkeri,start AE,HH
akkeri,start AE HH,K
akkeri,start AE HH K,EH
akkeri,start AE HH K EH,R
akkeri,start AE HH K EH R,IH
akkeri,start AE HH K EH R IH,stop
akkur,start,AE
akkur,start AE,HH
akkur,start AE HH,K
akkur,start AE HH K,R
akkur,start AE HH K R,stop
akrein,start,AE
akrein,start AE,K
akrein,start AE K,R
akrein,start AE K R,EH
akrein,start AE K R EH,IH
akrein,start AE K R EH IH,N
akrein,start AE K R EH IH N,stop
akur,start,AE
akur,start AE,K
akur,start AE K,R
akur,start AE K R,stop
akurarfi,start,AE
akurarfi,start AE,K
akurarfi,start AE K,R
akurarfi,start AE K R,AE
akurarfi,start AE K R AE,R
akurarfi,start AE K R AE R,V
akurarfi,start AE K R AE R V,IH
akurarfi,start AE K R AE R V IH,stop
akurstjarna,start,AE
akurstjarna,start AE,K
akurstjarna,start AE K,R
akurstjarna,start AE K R,S
akurstjarna,start AE K R S,T
akurstjarna,start AE K R S T,Y
akurstjarna,start AE K R S T Y,AE
akurstjarna,start AE K R S T Y AE,R
akurstjarna,start AE K R S T Y AE R,T
akurstjarna,start AE K R S T Y AE R T,N
akurstjarna,start AE K R S T Y AE R T N,AE
akurstjarna,start AE K R S T Y AE R T N AE,stop
ala,start,AE
ala,start AE,L
ala,start AE L,AE
ala,start AE L AE,stop
alaska,start,AE
alaska,start AE,L
alaska,start AE L,AE
alaska,start AE L AE,S
alaska,start AE L AE S,K
alaska,start AE L AE S K,AE
alaska,start AE L AE S K AE,stop
alaskavíðir,start,AE
alaskavíðir,start AE,L
alaskavíðir,start AE L,AE
alaskavíðir,start AE L AE,S
alaskavíðir,start AE L AE S,K
alaskavíðir,start AE L AE S K,AE
alaskavíðir,start AE L AE S K AE,V
alaskavíðir,start AE L AE S K AE V,IH
alaskavíðir,start AE L AE S K AE V IH,DH
alaskavíðir,start AE L AE S K AE V IH DH,IH
alaskavíðir,start AE L AE S K AE V IH DH IH,R
alaskavíðir,start AE L AE S K AE V IH DH IH R,stop
alaskaösp,start,AE
alaskaösp,start AE,L
alaskaösp,start AE L,AE
alaskaösp,start AE L AE,S
alaskaösp,start AE L AE S,K
alaskaösp,start AE L AE S K,AE
alaskaösp,start AE L AE S K AE,AE
alaskaösp,start AE L AE S K AE AE,S
alaskaösp,start AE L AE S K AE AE S,P
alaskaösp,start AE L AE S K AE AE S P,stop
alba,start,AE
alba,start AE,L
alba,start AE L,P
alba,start AE L P,AE
alba,start AE L P AE,stop
albanska,start,AE
albanska,start AE,L
albanska,start AE L,P
albanska,start AE L P,AE
albanska,start AE L P AE,N
albanska,start AE L P AE N,S
albanska,start AE L P AE N S,K
albanska,start AE L P AE N S K,AE
albanska,start AE L P AE N S K AE,stop
albanskur,start,AE
albanskur,start AE,L
albanskur,start AE L,P
albanskur,start AE L P,AE
albanskur,start AE L P AE,N
albanskur,start AE L P AE N,S
albanskur,start AE L P AE N S,K
albanskur,start AE L P AE N S K,R
albanskur,start AE L P AE N S K R,stop
albanía,start,AE
albanía,start AE,L
albanía,start AE L,P
albanía,start AE L P,AE
albanía,start AE L P AE,N
albanía,start AE L P AE N,IH
albanía,start AE L P AE N IH,Y
albanía,start AE L P AE N IH Y,AE
albanía,start AE L P AE N IH Y AE,stop
albínói,start,AE
albínói,start AE,L
albínói,start AE L,P
albínói,start AE L P,IH
albínói,start AE L P IH,N
albínói,start AE L P IH N,OH
albínói,start AE L P IH N OH,UW
albínói,start AE L P IH N OH UW,IH
albínói,start AE L P IH N OH UW IH,stop
alda,start,AE
alda,start AE,L
alda,start AE L,T
alda,start AE L T,AE
alda,start AE L T AE,stop
aldeilis,start,AE
aldeilis,start AE,L
aldeilis,start AE L,T
aldeilis,start AE L T,EH
aldeilis,start AE L T EH,IH
aldeilis,start AE L T EH IH,L
aldeilis,start AE L T EH IH L,IH
aldeilis,start AE L T EH IH L IH,S
aldeilis,start AE L T EH IH L IH S,stop
aldin,start,AE
aldin,start AE,L
aldin,start AE L,T
aldin,start AE L T,IH
aldin,start AE L T IH,N
aldin,start AE L T IH N,stop
aldinborg,start,AE
aldinborg,start AE,L
aldinborg,start AE L,T
aldinborg,start AE L T,IH
aldinborg,start AE L T IH,N
aldinborg,start AE L T IH N,P
aldinborg,start AE L T IH N P,AO
aldinborg,start AE L T IH N P AO,R
aldinborg,start AE L T IH N P AO R,K
aldinborg,start AE L T IH N P AO R K,stop
aldinbori,start,AE
aldinbori,start AE,L
aldinbori,start AE L,T
aldinbori,start AE L T,IH
aldinbori,start AE L T IH,N
aldinbori,start AE L T IH N,P
aldinbori,start AE L T IH N P,AO
aldinbori,start AE L T IH N P AO,R
aldinbori,start AE L T IH N P AO R,IH
aldinbori,start AE L T IH N P AO R IH,stop
aldingarður,start,AE
aldingarður,start AE,L
aldingarður,start AE L,T
aldingarður,start AE L T,IH
aldingarður,start AE L T IH,N
aldingarður,start AE L T IH N,K
aldingarður,start AE L T IH N K,AE
aldingarður,start AE L T IH N K AE,R
aldingarður,start AE L T IH N K AE R,DH
aldingarður,start AE L T IH N K AE R DH,R
aldingarður,start AE L T IH N K AE R DH R,stop
aldrei,start,AE
aldrei,start AE,L
aldrei,start AE L,T
aldrei,start AE L T,R
aldrei,start AE L T R,EH
aldrei,start AE L T R EH,IH
aldrei,start AE L T R EH IH,stop
aldur,start,AE
aldur,start AE,L
aldur,start AE L,T
aldur,start AE L T,R
aldur,start AE L T R,stop
aldursmunur,start,AE
aldursmunur,start AE,L
aldursmunur,start AE L,T
aldursmunur,start AE L T,R
aldursmunur,start AE L T R,S
aldursmunur,start AE L T R S,M
aldursmunur,start AE L T R S M,N
aldursmunur,start AE L T R S M N,R
aldursmunur,start AE L T R S M N R,stop
aldís,start,AE
aldís,start AE,L
aldís,start AE L,T
aldís,start AE L T,IH
aldís,start AE L T IH,S
aldís,start AE L T IH S,stop
alexander,start,AE
alexander,start AE,L
alexander,start AE L,EH
alexander,start AE L EH,K
alexander,start AE L EH K,S
alexander,start AE L EH K S,AE
alexander,start AE L EH K S AE,N
alexander,start AE L EH K S AE N,T
alexander,start AE L EH K S AE N T,EH
alexander,start AE L EH K S AE N T EH,R
alexander,start AE L EH K S AE N T EH R,stop
algerlega,start,AE
algerlega,start AE,L
algerlega,start AE L,EH
algerlega,start AE L EH,R
algerlega,start AE L EH R,L
algerlega,start AE L EH R L,EH
algerlega,start AE L EH R L EH,AE
algerlega,start AE L EH R L EH AE,stop
algjörlega,start,AE
algjörlega,start AE,L
algjörlega,start AE L,AE
algjörlega,start AE L AE,R
algjörlega,start AE L AE R,L
algjörlega,start AE L AE R L,EH
algjörlega,start AE L AE R L EH,AE
algjörlega,start AE L AE R L EH AE,stop
algyðistrú,start,AE
algyðistrú,start AE,L
algyðistrú,start AE L,IH
algyðistrú,start AE L IH,DH
algyðistrú,start AE L IH DH,IH
algyðistrú,start AE L IH DH IH,S
algyðistrú,start AE L IH DH IH S,T
algyðistrú,start AE L IH DH IH S T,R
algyðistrú,start AE L IH DH IH S T R,UW
algyðistrú,start AE L IH DH IH S T R UW,stop
alheimur,start,AE
alheimur,start AE,L
alheimur,start AE L,HH
alheimur,start AE L HH,EH
alheimur,start AE L HH EH,IH
alheimur,start AE L HH EH IH,M
alheimur,start AE L HH EH IH M,R
alheimur,start AE L HH EH IH M R,stop
alin,start,AE
alin,start AE,L
alin,start AE L,IH
alin,start AE L IH,N
alin,start AE L IH N,stop
alklæddur,start,AE
alklæddur,start AE,L
alklæddur,start AE L,K
alklæddur,start AE L K,L
alklæddur,start AE L K L,AE
alklæddur,start AE L K L AE,IH
alklæddur,start AE L K L AE IH,T
alklæddur,start AE L K L AE IH T,R
alklæddur,start AE L K L AE IH T R,stop
alkul,start,AE
alkul,start AE,L
alkul,start AE L,K
alkul,start AE L K,L
alkul,start AE L K L,stop
alli,start,AE
alli,start AE,T
alli,start AE T,L
alli,start AE T L,IH
alli,start AE T L IH,stop
alls,start,AE
alls,start AE,L
alls,start AE L,S
alls,start AE L S,stop
allsber,start,AE
allsber,start AE,L
allsber,start AE L,S
allsber,start AE L S,P
allsber,start AE L S P,EH
allsber,start AE L S P EH,R
allsber,start AE L S P EH R,stop
allsgáður,start,AE
allsgáður,start AE,L
allsgáður,start AE L,S
allsgáður,start AE L S,K
allsgáður,start AE L S K,AE
allsgáður,start AE L S K AE,UW
allsgáður,start AE L S K AE UW,DH
allsgáður,start AE L S K AE UW DH,R
allsgáður,start AE L S K AE UW DH R,stop
allteins,start,AE
allteins,start AE,T
allteins,start AE T,EH
allteins,start AE T EH,IH
allteins,start AE T EH IH,N
allteins,start AE T EH IH N,S
allteins,start AE T EH IH N S,stop
almannatengsl,start,AE
almannatengsl,start AE,L
almannatengsl,start AE L,M
almannatengsl,start AE L M,AE
almannatengsl,start AE L M AE,N
almannatengsl,start AE L M AE N,N
almannatengsl,start AE L M AE N N,AE
almannatengsl,start AE L M AE N N AE,T
almannatengsl,start AE L M AE N N AE T,EH
almannatengsl,start AE L M AE N N AE T EH,IH
almannatengsl,start AE L M AE N N AE T EH IH,NG
almannatengsl,start AE L M AE N N AE T EH IH NG,K
almannatengsl,start AE L M AE N N AE T EH IH NG K,S
