word,phonemes,label
abandonează,start AE B AE N D OH N,EH
abandonează,start AE B AE N D OH N EH,AE
abandonează,start AE B AE N D OH N EH AE,Z
abandonează,start AE B AE N D OH N EH AE Z,AX
abandonează,start AE B AE N D OH N EH AE Z AX,stop
abandonez,start,AE
abandonez,start AE,B
abandonez,start AE B,AE
abandonez,start AE B AE,N
abandonez,start AE B AE N,D
abandonez,start AE B AE N D,OH
abandonez,start AE B AE N D OH,N
abandonez,start AE B AE N D OH N,EH
abandonez,start AE B AE N D OH N EH,Z
abandonez,start AE B AE N D OH N EH Z,stop
abandoneze,start,AE
abandoneze,start AE,B
abandoneze,start AE B,AE
abandoneze,start AE B AE,N
abandoneze,start AE B AE N,D
abandoneze,start AE B AE N D,OH
abandoneze,start AE B AE N D OH,N
abandoneze,start AE B AE N D OH N,EH
abandoneze,start AE B AE N D OH N EH,Z
abandoneze,start AE B AE N D OH N EH Z,EH
abandoneze,start AE B AE N D OH N EH Z EH,stop
abandonezi,start,AE
abandonezi,start AE,B
abandonezi,start AE B,AE
abandonezi,start AE B AE,N
abandonezi,start AE B AE N,D
abandonezi,start AE B AE N D,OH
abandonezi,start AE B AE N D OH,N
abandonezi,start AE B AE N D OH N,EH
abandonezi,start AE B AE N D OH N EH,Z
abandonezi,start AE B AE N D OH N EH Z,stop
abandonând,start,AE
abandonând,start AE,B
abandonând,start AE B,AE
abandonând,start AE B AE,N
abandonând,start AE B AE N,D
abandonând,start AE B AE N D,OH
abandonând,start AE B AE N D OH,N
abandonând,start AE B AE N D OH N,IX
abandonând,start AE B AE N D OH N IX,N
abandonând,start AE B AE N D OH N IX N,D
abandonând,start AE B AE N D OH N IX N D,stop
abandonă,start,AE
abandonă,start AE,B
abandonă,start AE B,AE
abandonă,start AE B AE,N
abandonă,start AE B AE N,D
abandonă,start AE B AE N D,OH
abandonă,start AE B AE N D OH,N
abandonă,start AE B AE N D OH N,AX
abandonă,start AE B AE N D OH N AX,stop
abandonăm,start,AE
abandonăm,start AE,B
abandonăm,start AE B,AE
abandonăm,start AE B AE,N
abandonăm,start AE B AE N,D
abandonăm,start AE B AE N D,OH
abandonăm,start AE B AE N D OH,N
abandonăm,start AE B AE N D OH N,AX
abandonăm,start AE B AE N D OH N AX,M
abandonăm,start AE B AE N D OH N AX M,stop
abat,start,AE
abat,start AE,B
abat,start AE B,AE
abat,start AE B AE,T
abat,start AE B AE T,stop
abatem,start,AE
abatem,start AE,B
abatem,start AE B,AE
abatem,start AE B AE,T
abatem,start AE B AE T,EH
abatem,start AE B AE T EH,M
abatem,start AE B AE T EH M,stop
abdicai,start,AE
abdicai,start AE,B
abdicai,start AE B,D
abdicai,start AE B D,IH
abdicai,start AE B D IH,K
abdicai,start AE B D IH K,AE
abdicai,start AE B D IH K AE,Y
abdicai,start AE B D IH K AE Y,stop
abdicam,start,AE
abdicam,start AE,B
abdicam,start AE B,D
abdicam,start AE B D,IH
abdicam,start AE B D IH,K
abdicam,start AE B D IH K,AE
abdicam,start AE B D IH K AE,M
abdicam,start AE B D IH K AE M,stop
abdicase,start,AE
abdicase,start AE,B
abdicase,start AE B,D
abdicase,start AE B D,IH
abdicase,start AE B D IH,K
abdicase,start AE B D IH K,AE
abdicase,start AE B D IH K AE,S
abdicase,start AE B D IH K AE S,EH
abdicase,start AE B D IH K AE S EH,stop
abdice,start,AE
abdice,start AE,B
abdice,start AE B,D
abdice,start AE B D,IH
abdice,start AE B D IH,CH
abdice,start AE B D IH CH,EH
abdice,start AE B D IH CH EH,stop
abdici,start,AE
abdici,start AE,B
abdici,start AE B,D
abdici,start AE B D,IH
abdici,start AE B D IH,CH
abdici,start AE B D IH CH,stop
abil,start,AE
abil,start AE,B
abil,start AE B,IH
abil,start AE B IH,L
abil,start AE B IH L,stop
abile,start,AE
abile,start AE,B
abile,start AE B,IH
abile,start AE B IH,L
abile,start AE B IH L,EH
abile,start AE B IH L EH,stop
abili,start,AE
abili,start AE,B
abili,start AE B,IH
abili,start AE B IH,L
abili,start AE B IH L,stop
abilitai,start,AE
abilitai,start AE,B
abilitai,start AE B,IH
abilitai,start AE B IH,L
abilitai,start AE B IH L,IH
abilitai,start AE B IH L IH,T
abilitai,start AE B IH L IH T,AE
abilitai,start AE B IH L IH T AE,Y
abilitai,start AE B IH L IH T AE Y,stop
abilă,start,AE
abilă,start AE,B
abilă,start AE B,IH
abilă,start AE B IH,L
abilă,start AE B IH L,AX
abilă,start AE B IH L AX,stop
absolutizai,start,AE
absolutizai,start AE,B
absolutizai,start AE B,S
absolutizai,start AE B S,OH
absolutizai,start AE B S OH,L
absolutizai,start AE B S OH L,UW
absolutizai,start AE B S OH L UW,T
absolutizai,start AE B S OH L UW T,IH
absolutizai,start AE B S OH L UW T IH,Z
absolutizai,start AE B S OH L UW T IH Z,AE
absolutizai,start AE B S OH L UW T IH Z AE,Y
absolutizai,start AE B S OH L UW T IH Z AE Y,stop
absolutizam,start,AE
absolutizam,start AE,B
absolutizam,start AE B,S
absolutizam,start AE B S,OH
absolutizam,start AE B S OH,L
absolutizam,start AE B S OH L,UW
absolutizam,start AE B S OH L UW,T
absolutizam,start AE B S OH L UW T,IH
absolutizam,start AE B S OH L UW T IH,Z
absolutizam,start AE B S OH L UW T IH Z,AE
absolutizam,start AE B S OH L UW T IH Z AE,M
absolutizam,start AE B S OH L UW T IH Z AE M,stop
absolutizase,start,AE
absolutizase,start AE,B
absolutizase,start AE B,S
absolutizase,start AE B S,OH
absolutizase,start AE B S OH,L
absolutizase,start AE B S OH L,UW
absolutizase,start AE B S OH L UW,T
absolutizase,start AE B S OH L UW T,IH
absolutizase,start AE B S OH L UW T IH,Z
absolutizase,start AE B S OH L UW T IH Z,AE
absolutizase,start AE B S OH L UW T IH Z AE,S
absolutizase,start AE B S OH L UW T IH Z AE S,EH
absolutizase,start AE B S OH L UW T IH Z AE S EH,stop
absorb,start,AE
absorb,start AE,B
absorb,start AE B,S
absorb,start AE B S,OH
absorb,start AE B S OH,R
absorb,start AE B S OH R,B
absorb,start AE B S OH R B,stop
absorbeam,start,AE
absorbeam,start AE,B
absorbeam,start AE B,S
absorbeam,start AE B S,OH
absorbeam,start AE B S OH,R
absorbeam,start AE B S OH R,B
absorbeam,start AE B S OH R B,EH
absorbeam,start AE B S OH R B EH,AE
absorbeam,start AE B S OH R B EH AE,M
absorbeam,start AE B S OH R B EH AE M,stop
absorbi,start,AE
absorbi,start AE,B
absorbi,start AE B,S
absorbi,start AE B S,OH
absorbi,start AE B S OH,R
absorbi,start AE B S OH R,B
absorbi,start AE B S OH R B,IH
absorbi,start AE B S OH R B IH,stop
absorbim,start,AE
absorbim,start AE,B
absorbim,start AE B,S
absorbim,start AE B S,OH
absorbim,start AE B S OH,R
absorbim,start AE B S OH R,B
absorbim,start AE B S OH R B,IH
absorbim,start AE B S OH R B IH,M
absorbim,start AE B S OH R B IH M,stop
abund,start,AE
abund,start AE,B
abund,start AE B,UW
abund,start AE B UW,N
abund,start AE B UW N,D
abund,start AE B UW N D,stop
abundai,start,AE
abundai,start AE,B
abundai,start AE B,UW
abundai,start AE B UW,N
abundai,start AE B UW N,D
abundai,start AE B UW N D,AE
abundai,start AE B UW N D AE,Y
abundai,start AE B UW N D AE Y,stop
abundam,start,AE
abundam,start AE,B
abundam,start AE B,UW
abundam,start AE B UW,N
abundam,start AE B UW N,D
abundam,start AE B UW N D,AE
abundam,start AE B UW N D AE,M
abundam,start AE B UW N D AE M,stop
abundase,start,AE
abundase,start AE,B
abundase,start AE B,UW
abundase,start AE B UW,N
abundase,start AE B UW N,D
abundase,start AE B UW N D,AE
abundase,start AE B UW N D AE,S
abundase,start AE B UW N D AE S,EH
abundase,start AE B UW N D AE S EH,stop
abunde,start,AE
abunde,start AE,B
abunde,start AE B,UW
abunde,start AE B UW,N
abunde,start AE B UW N,D
abunde,start AE B UW N D,EH
abunde,start AE B UW N D EH,stop
aburi,start,AE
aburi,start AE,B
aburi,start AE B,UW
aburi,start AE B UW,R
aburi,start AE B UW R,IH
aburi,start AE B UW R IH,stop
aburit,start,AE
aburit,start AE,B
aburit,start AE B,UW
aburit,start AE B UW,R
aburit,start AE B UW R,IH
aburit,start AE B UW R IH,T
aburit,start AE B UW R IH T,stop
acasă,start,AE
acasă,start AE,K
acasă,start AE K,AE
acasă,start AE K AE,S
acasă,start AE K AE S,AX
acasă,start AE K AE S AX,stop
acatsu,start,AE
acatsu,start AE,K
acatsu,start AE K,AE
acatsu,start AE K AE,stop
accelerai,start,AE
accelerai,start AE,K
accelerai,start AE K,CH
accelerai,start AE K CH,EH
accelerai,start AE K CH EH,L
accelerai,start AE K CH EH L,EH
accelerai,start AE K CH EH L EH,R
accelerai,start AE K CH EH L EH R,AE
accelerai,start AE K CH EH L EH R AE,Y
accelerai,start AE K CH EH L EH R AE Y,stop
acceleram,start,AE
acceleram,start AE,K
acceleram,start AE K,CH
acceleram,start AE K CH,EH
acceleram,start AE K CH EH,L
acceleram,start AE K CH EH L,EH
acceleram,start AE K CH EH L EH,R
acceleram,start AE K CH EH L EH R,AE
acceleram,start AE K CH EH L EH R AE,M
acceleram,start AE K CH EH L EH R AE M,stop
accelerară,start,AE
accelerară,start AE,K
accelerară,start AE K,CH
accelerară,start AE K CH,EH
accelerară,start AE K CH EH,L
accelerară,start AE K CH EH L,EH
accelerară,start AE K CH EH L EH,R
accelerară,start AE K CH EH L EH R,AE
accelerară,start AE K CH EH L EH R AE,R
accelerară,start AE K CH EH L EH R AE R,AX
accelerară,start AE K CH EH L EH R AE R AX,stop
accelerarăm,start,AE
accelerarăm,start AE,K
accelerarăm,start AE K,CH
accelerarăm,start AE K CH,EH
accelerarăm,start AE K CH EH,L
accelerarăm,start AE K CH EH L,EH
accelerarăm,start AE K CH EH L EH,R
accelerarăm,start AE K CH EH L EH R,AE
accelerarăm,start AE K CH EH L EH R AE,R
accelerarăm,start AE K CH EH L EH R AE R,AX
accelerarăm,start AE K CH EH L EH R AE R AX,M
accelerarăm,start AE K CH EH L EH R AE R AX M,stop
accelerarăți,start,AE
accelerarăți,start AE,K
accelerarăți,start AE K,CH
accelerarăți,start AE K CH,EH
accelerarăți,start AE K CH EH,L
accelerarăți,start AE K CH EH L,EH
accelerarăți,start AE K CH EH L EH,R
accelerarăți,start AE K CH EH L EH R,AE
accelerarăți,start AE K CH EH L EH R AE,R
accelerarăți,start AE K CH EH L EH R AE R,AX
accelerarăți,start AE K CH EH L EH R AE R AX,T
accelerarăți,start AE K CH EH L EH R AE R AX T,S
accelerarăți,start AE K CH EH L EH R AE R AX T S,stop
accelerase,start,AE
accelerase,start AE,K
accelerase,start AE K,CH
accelerase,start AE K CH,EH
accelerase,start AE K CH EH,L
accelerase,start AE K CH EH L,EH
accelerase,start AE K CH EH L EH,R
accelerase,start AE K CH EH L EH R,AE
accelerase,start AE K CH EH L EH R AE,S
accelerase,start AE K CH EH L EH R AE S,EH
accelerase,start AE K CH EH L EH R AE S EH,stop
acceleraseră,start,AE
acceleraseră,start AE,K
acceleraseră,start AE K,CH
acceleraseră,start AE K CH,EH
acceleraseră,start AE K CH EH,L
acceleraseră,start AE K CH EH L,EH
acceleraseră,start AE K CH EH L EH,R
acceleraseră,start AE K CH EH L EH R,AE
acceleraseră,start AE K CH EH L EH R AE,S
acceleraseră,start AE K CH EH L EH R AE S,EH
acceleraseră,start AE K CH EH L EH R AE S EH,R
acceleraseră,start AE K CH EH L EH R AE S EH R,AX
acceleraseră,start AE K CH EH L EH R AE S EH R AX,stop
acceleraserăm,start,AE
acceleraserăm,start AE,K
acceleraserăm,start AE K,CH
acceleraserăm,start AE K CH,EH
acceleraserăm,start AE K CH EH,L
acceleraserăm,start AE K CH EH L,EH
acceleraserăm,start AE K CH EH L EH,R
acceleraserăm,start AE K CH EH L EH R,AE
acceleraserăm,start AE K CH EH L EH R AE,S
acceleraserăm,start AE K CH EH L EH R AE S,EH
acceleraserăm,start AE K CH EH L EH R AE S EH,R
acceleraserăm,start AE K CH EH L EH R AE S EH R,AX
acceleraserăm,start AE K CH EH L EH R AE S EH R AX,M
acceleraserăm,start AE K CH EH L EH R AE S EH R AX M,stop
acceleraserăți,start,AE
acceleraserăți,start AE,K
acceleraserăți,start AE K,CH
acceleraserăți,start AE K CH,EH
acceleraserăți,start AE K CH EH,L
acceleraserăți,start AE K CH EH L,EH
acceleraserăți,start AE K CH EH L EH,R
acceleraserăți,start AE K CH EH L EH R,AE
acceleraserăți,start AE K CH EH L EH R AE,S
acceleraserăți,start AE K CH EH L EH R AE S,EH
acceleraserăți,start AE K CH EH L EH R AE S EH,R
acceleraserăți,start AE K CH EH L EH R AE S EH R,AX
acceleraserăți,start AE K CH EH L EH R AE S EH R AX,T
acceleraserăți,start AE K CH EH L EH R AE S EH R AX T,S
acceleraserăți,start AE K CH EH L EH R AE S EH R AX T S,stop
acceleraseși,start,AE
acceleraseși,start AE,K
acceleraseși,start AE K,CH
acceleraseși,start AE K CH,EH
acceleraseși,start AE K CH EH,L
acceleraseși,start AE K CH EH L,EH
acceleraseși,start AE K CH EH L EH,R
acceleraseși,start AE K CH EH L EH R,AE
acceleraseși,start AE K CH EH L EH R AE,S
acceleraseși,start AE K CH EH L EH R AE S,EH
acceleraseși,start AE K CH EH L EH R AE S EH,SH
acceleraseși,start AE K CH EH L EH R AE S EH SH,stop
accelerat,start,AE
accelerat,start AE,K
accelerat,start AE K,CH
accelerat,start AE K CH,EH
accelerat,start AE K CH EH,L
accelerat,start AE K CH EH L,EH
accelerat,start AE K CH EH L EH,R
accelerat,start AE K CH EH L EH R,AE
accelerat,start AE K CH EH L EH R AE,T
accelerat,start AE K CH EH L EH R AE T,stop
accelerau,start,AE
accelerau,start AE,K
accelerau,start AE K,CH
accelerau,start AE K CH,EH
accelerau,start AE K CH EH,L
accelerau,start AE K CH EH L,EH
accelerau,start AE K CH EH L EH,R
accelerau,start AE K CH EH L EH R,AE
accelerau,start AE K CH EH L EH R AE,W
accelerau,start AE K CH EH L EH R AE W,stop
accelerași,start,AE
accelerași,start AE,K
accelerași,start AE K,CH
accelerași,start AE K CH,EH
accelerași,start AE K CH EH,L
accelerași,start AE K CH EH L,EH
accelerași,start AE K CH EH L EH,R
accelerași,start AE K CH EH L EH R,AE
accelerași,start AE K CH EH L EH R AE,SH
accelerași,start AE K CH EH L EH R AE SH,stop
accelerați,start,AE
accelerați,start AE,K
accelerați,start AE K,CH
accelerați,start AE K CH,EH
accelerați,start AE K CH EH,L
accelerați,start AE K CH EH L,EH
accelerați,start AE K CH EH L EH,R
accelerați,start AE K CH EH L EH R,AE
accelerați,start AE K CH EH L EH R AE,stop
accelerație,start,AE
accelerație,start AE,K
accelerație,start AE K,CH
accelerație,start AE K CH,EH
accelerație,start AE K CH EH,L
accelerație,start AE K CH EH L,EH
accelerație,start AE K CH EH L EH,R
accelerație,start AE K CH EH L EH R,AE
accelerație,start AE K CH EH L EH R AE,IH
accelerație,start AE K CH EH L EH R AE IH,EH
accelerație,start AE K CH EH L EH R AE IH EH,stop
accelerează,start,AE
accelerează,start AE,K
accelerează,start AE K,CH
accelerează,start AE K CH,EH
accelerează,start AE K CH EH,L
accelerează,start AE K CH EH L,EH
accelerează,start AE K CH EH L EH,R
accelerează,start AE K CH EH L EH R,EH
accelerează,start AE K CH EH L EH R EH,AE
accelerează,start AE K CH EH L EH R EH AE,Z
accelerează,start AE K CH EH L EH R EH AE Z,AX
accelerează,start AE K CH EH L EH R EH AE Z AX,stop
accelerez,start,AE
accelerez,start AE,K
accelerez,start AE K,CH
accelerez,start AE K CH,EH
accelerez,start AE K CH EH,L
accelerez,start AE K CH EH L,EH
accelerez,start AE K CH EH L EH,R
accelerez,start AE K CH EH L EH R,EH
accelerez,start AE K CH EH L EH R EH,Z
accelerez,start AE K CH EH L EH R EH Z,stop
accelereze,start,AE
accelereze,start AE,K
accelereze,start AE K,CH
accelereze,start AE K CH,EH
accelereze,start AE K CH EH,L
accelereze,start AE K CH EH L,EH
accelereze,start AE K CH EH L EH,R
accelereze,start AE K CH EH L EH R,EH
accelereze,start AE K CH EH L EH R EH,Z
accelereze,start AE K CH EH L EH R EH Z,EH
accelereze,start AE K CH EH L EH R EH Z EH,stop
accelerezi,start,AE
accelerezi,start AE,K
accelerezi,start AE K,CH
accelerezi,start AE K CH,EH
accelerezi,start AE K CH EH,L
accelerezi,start AE K CH EH L,EH
accelerezi,start AE K CH EH L EH,R
accelerezi,start AE K CH EH L EH R,EH
accelerezi,start AE K CH EH L EH R EH,Z
accelerezi,start AE K CH EH L EH R EH Z,stop
accelerând,start,AE
accelerând,start AE,K
accelerând,start AE K,CH
accelerând,start AE K CH,EH
accelerând,start AE K CH EH,L
accelerând,start AE K CH EH L,EH
accelerând,start AE K CH EH L EH,R
accelerând,start AE K CH EH L EH R,IX
accelerând,start AE K CH EH L EH R IX,N
accelerând,start AE K CH EH L EH R IX N,D
accelerând,start AE K CH EH L EH R IX N D,stop
acceleră,start,AE
acceleră,start AE,K
acceleră,start AE K,CH
acceleră,start AE K CH,EH
acceleră,start AE K CH EH,L
acceleră,start AE K CH EH L,EH
acceleră,start AE K CH EH L EH,R
acceleră,start AE K CH EH L EH R,AX
acceleră,start AE K CH EH L EH R AX,stop
accelerăm,start,AE
accelerăm,start AE,K
accelerăm,start AE K,CH
accelerăm,start AE K CH,EH
accelerăm,start AE K CH EH,L
accelerăm,start AE K CH EH L,EH
accelerăm,start AE K CH EH L EH,R
accelerăm,start AE K CH EH L EH R,AX
accelerăm,start AE K CH EH L EH R AX,M
accelerăm,start AE K CH EH L EH R AX M,stop
accept,start,AE
accept,start AE,K
accept,start AE K,CH
accept,start AE K CH,EH
accept,start AE K CH EH,P
accept,start AE K CH EH P,T
accept,start AE K CH EH P T,stop
acceptai,start,AE
acceptai,start AE,K
acceptai,start AE K,CH
acceptai,start AE K CH,EH
acceptai,start AE K CH EH,P
acceptai,start AE K CH EH P,T
acceptai,start AE K CH EH P T,AE
acceptai,start AE K CH EH P T AE,Y
acceptai,start AE K CH EH P T AE Y,stop
acceptam,start,AE
acceptam,start AE,K
acceptam,start AE K,CH
acceptam,start AE K CH,EH
acceptam,start AE K CH EH,P
acceptam,start AE K CH EH P,T
acceptam,start AE K CH EH P T,AE
acceptam,start AE K CH EH P T AE,M
acceptam,start AE K CH EH P T AE M,stop
acceptat,start,AE
acceptat,start AE,K
acceptat,start AE K,CH
acceptat,start AE K CH,EH
acceptat,start AE K CH EH,P
acceptat,start AE K CH EH P,T
acceptat,start AE K CH EH P T,AE
acceptat,start AE K CH EH P T AE,T
acceptat,start AE K CH EH P T AE T,stop
accepte,start,AE
accepte,start AE,K
accepte,start AE K,CH
accepte,start AE K CH,EH
accepte,start AE K CH EH,P
accepte,start AE K CH EH P,T
accepte,start AE K CH EH P T,EH
accepte,start AE K CH EH P T EH,stop
aceiași,start,AE
aceiași,start AE,CH
aceiași,start AE CH,EH
aceiași,start AE CH EH,Y
aceiași,start AE CH EH Y,AE
aceiași,start AE CH EH Y AE,SH
aceiași,start AE CH EH Y AE SH,stop
același,start,AE
același,start AE,CH
același,start AE CH,EH
același,start AE CH EH,L
același,start AE CH EH L,AE
același,start AE CH EH L AE,SH
același,start AE CH EH L AE SH,stop
aceleiași,start,AE
aceleiași,start AE,CH
aceleiași,start AE CH,EH
aceleiași,start AE CH EH,L
aceleiași,start AE CH EH L,EH
aceleiași,start AE CH EH L EH,Y
aceleiași,start AE CH EH L EH Y,AE
aceleiași,start AE CH EH L EH Y AE,SH
aceleiași,start AE CH EH L EH Y AE SH,stop
acelorași,start,AE
acelorași,start AE,CH
acelorași,start AE CH,EH
acelorași,start AE CH EH,L
acelorași,start AE CH EH L,OH
acelorași,start AE CH EH L OH,R
acelorași,start AE CH EH L OH R,AE
acelorași,start AE CH EH L OH R AE,SH
acelorași,start AE CH EH L OH R AE SH,stop
aceluiași,start,AE
aceluiași,start AE,CH
aceluiași,start AE CH,EH
aceluiași,start AE CH EH,L
aceluiași,start AE CH EH L,UW
aceluiași,start AE CH EH L UW,Y
aceluiași,start AE CH EH L UW Y,AE
aceluiași,start AE CH EH L UW Y AE,SH
aceluiași,start AE CH EH L UW Y AE SH,stop
aceste,start,AE
aceste,start AE,CH
aceste,start AE CH,EH
aceste,start AE CH EH,S
aceste,start AE CH EH S,T
aceste,start AE CH EH S T,EH
aceste,start AE CH EH S T EH,stop
acestei,start,AE
acestei,start AE,CH
acestei,start AE CH,EH
acestei,start AE CH EH,S
acestei,start AE CH EH S,T
acestei,start AE CH EH S T,EH
acestei,start AE CH EH S T EH,Y
