word,ipa,ARPAbet
aanbevelingscomité,aː n b ə v eː l ɪ ŋ s k ɔ m i t eː,AE N B AX V EH L IH NG S K AO M IH T EH
aanbevolene,aː n b ə v oː l ə n ə,AE N B AX V OH L AX N AX
aanbiddelijk,aː n b ɪ d ə l ə k,AE N B IH D AX L AX K
aanbidden,aː m b ɪ d ə n,AE M B IH D AX N
aanbidder,aː n b ɪ d ə r,AE N B IH D AX R
aanbidding,aː n b ɪ d ɪ ŋ,AE N B IH D IH NG
aanbidster,aː n b ɪ t s t ə r,AE N B IH T S T AX R
aanbieden,aː n b i d ə n,AE N B IH D AX N
aanbieder,aː n b i d ə r,AE N B IH D AX R
aanbieding,aː n b i d ɪ ŋ,AE N B IH D IH NG
aanbiedingsbrief,aː n b i d ɪ ŋ s b r i f,AE N B IH D IH NG S B R IH F
aanbiedingsfolder,aː n b i d ɪ ŋ s f ɔ l d ə r,AE N B IH D IH NG S F AO L D AX R
aanbiedingsprijs,aː n b i d ɪ ŋ s p r ɛ i̯ s,AE N B IH D IH NG S P R EH IH S
aanbiedplaats,aː n b i t p l aː t s,AE N B IH T P L AE T S
aanblaffen,aː n b l ɑ f ə n,AE N B L AA F AX N
aanblazen,aː n b l aː z ə n,AE N B L AE Z AX N
aanblazing,aː n b l aː z ɪ ŋ,AE N B L AE Z IH NG
aanblijven,aː m b l ɛ i̯ v ə n,AE M B L EH IH V AX N
aanblik,aː n b l ɪ k,AE N B L IH K
aanbod,aː n b ɔ t,AE N B AO T
aanbodbeleid,aː n b ɔ t b ə l ɛ i̯ t,AE N B AO T B AX L EH IH T
aanbodcurve,aː n b ɔ t k ʏ r v ə,AE N B AO T K R V AX
aanbodeconomie,aː n b ɔ t eː k oː n oː m i,AE N B AO T EH K OH N OH M IH
aanbodelasticiteit,aː n b ɔ t eː l ɑ s t i s i t ɛ i̯ t,AE N B AO T EH L AA S T IH S IH T EH IH T
aanbodkant,aː n b ɔ t k ɑ n t,AE N B AO T K AA N T
aanbodoverschot,aː n b ɔ t oː v ə r s x ɔ t,AE N B AO T OH V AX R S AO T
aanbodzijde,aː n b ɔ t s ɛ i̯ d ə,AE N B AO T S EH IH D AX
aanbouw,aː n b ɑ u̯,AE N B AA W
aanbouwen,aː m b ɑ u̯ ə n,AE M B AA W AX N
aanbouwing,aː n b ɑ u̯ ɪ ŋ,AE N B AA W IH NG
aanbouwsel,aː n b ɑ u̯ s ə l,AE N B AA W S AX L
aanbraakt,aː m b r aː k t,AE M B R AE K T
aanbrak,aː m b r ɑ k,AE M B R AA K
aanbrake,aː m b r aː k ə,AE M B R AE K AX
aanbraken,aː m b r aː k ə n,AE M B R AE K AX N
aanbranden,aː m b r ɑ n d ə n,AE M B R AA N D AX N
aanbreek,aː m b r eː k,AE M B R EH K
aanbreekt,aː m b r eː k t,AE M B R EH K T
aanbreke,aː m b r eː k ə,AE M B R EH K AX
aanbreken,aː m b r eː k ə n,AE M B R EH K AX N
aanbrekend,aː m b r eː k ə n t,AE M B R EH K AX N T
aanbreng,aː n b r ɛ ŋ,AE N B R EH NG
aanbrengen,aː m b r ɛ ŋ ə n,AE M B R EH NG AX N
aanbrenger,aː n b r ɛ ŋ ə r,AE N B R EH NG AX R
aanbrengertje,aː n b r ɛ ŋ ə r t j ə,AE N B R EH NG AX R T Y AX
aanbrenging,aː n b r ɛ ŋ ɪ ŋ,AE N B R EH NG IH NG
aanbrengpremie,aː n b r ɛ ŋ p r eː m i,AE N B R EH NG P R EH M IH
aanbrengst,aː n b r ɛ ŋ s t,AE N B R EH NG S T
aanbrug,aː n b r ʏ x,AE N B R
aanbruisen,aː n b r œ y̯ s ə n,AE N B R AE S AX N
aanbrullen,aː n b r ʏ l ə n,AE N B R L AX N
aandacht,aː n d ɑ x t,AE N D AA T
aandachtig,aː n d ɑ x t ə x,AE N D AA T AX
aandachtigheid,aː n d ɑ x t ə x ɦ ɛ i̯ t,AE N D AA T AX EH IH T
aandachtsaspect,aː n d ɑ x t s ɑ s p ɛ k t,AE N D AA T S AA S P EH K T
aandachtsgebied,aː n d ɑ x t s x ə b i t,AE N D AA T S AX B IH T
aandachtsgroep,aː n d ɑ x t s x r u p,AE N D AA T S R UW P
aandachtshoer,aː n d ɑ x t s ɦ uː r,AE N D AA T S UW R
aandachtspunt,aː n d ɑ x t s p ʏ n t,AE N D AA T S P N T
aandachtspuntenlijst,aː n d ɑ x t s p ʏ n t ə n l ɛ i̯ s t,AE N D AA T S P N T AX N L EH IH S T
aandachtsstoornis,aː n d ɑ x t s t oː r n ɪ s,AE N D AA T S T OH R N IH S
aandachtsstreep,aː n d ɑ x t s t r eː p,AE N D AA T S T R EH P
aandachtsteken,aː n d ɑ x t s t eː k ə n,AE N D AA T S T EH K AX N
aandachtsterrein,aː n d ɑ x t s t ə r ɛ i̯ n,AE N D AA T S T AX R EH IH N
aandachtsterrein,aː n d ɑ x t s t ɛ r ɛ i̯ n,AE N D AA T S T EH R EH IH N
aandachtstreep,aː n d ɑ x t s t r eː p,AE N D AA T S T R EH P
aandachtstrekker,aː n d ɑ x t s t r ɛ k ə r,AE N D AA T S T R EH K AX R
aandachtsveld,aː n d ɑ x t s f ɛ l t,AE N D AA T S F EH L T
aandachtsverlies,aː n d ɑ x t s f ə r l i s,AE N D AA T S F AX R L IH S
aandachtsverlies,aː n d ɑ x t s f ɛ r l i s,AE N D AA T S F EH R L IH S
aandachttrekker,aː n d ɑ x t r ɛ k ə r,AE N D AA T R EH K AX R
aandachttrekkerij,aː n d ɑ x t r ɛ k ə r ɛ i̯,AE N D AA T R EH K AX R EH IH
aandeel,aː n d eː l,AE N D EH L
aandeelbewijs,aː n d eː l b ə ʋ ɛ i̯ s,AE N D EH L B AX EH IH S
aandeelhebber,aː n d eː l ɦ ɛ b ə r,AE N D EH L EH B AX R
aandeelhebster,aː n d eː l ɦ ɛ p s t ə r,AE N D EH L EH P S T AX R
aandeelhouder,aː n d eː l ɦ ɑ u̯ d ə r,AE N D EH L AA W D AX R
aandeelhoudersvergadering,aː n d eː l ɦ ɑ u̯ d ə r s f ə r ɣ aː d ə r ɪ ŋ,AE N D EH L AA W D AX R S F AX R AE D AX R IH NG
aandeelhoudersvergadering,aː n d eː l ɦ ɑ u̯ d ə r s f ɛ r ɣ aː d ə r ɪ ŋ,AE N D EH L AA W D AX R S F EH R AE D AX R IH NG
aandeelhoudster,aː n d eː l ɦ ɑ u̯ t s t ə r,AE N D EH L AA W T S T AX R
aandelenbelegger,aː n d eː l ə n b ə l ɛ ɣ ə r,AE N D EH L AX N B AX L EH AX R
aandelenbeurs,aː n d eː l ə n b øː r s,AE N D EH L AX N B R S
aandelenbezit,aː n d eː l ə n b ə z ɪ t,AE N D EH L AX N B AX Z IH T
aandelenbezitter,aː n d eː l ə n b ə z ɪ t ə r,AE N D EH L AX N B AX Z IH T AX R
aandelenemissie,aː n d eː l ə n eː m ɪ s i,AE N D EH L AX N EH M IH S IH
aandelenhandelaar,aː n d eː l ə n ɦ ɑ n d ə l aː r,AE N D EH L AX N AA N D AX L AE R
aandelenmarkt,aː n d eː l ə n m ɑ r k t,AE N D EH L AX N M AA R K T
aandelenuitgifte,aː n d eː l ə n œ y̯ t x ɪ f t ə,AE N D EH L AX N AE T IH F T AX
aandenken,aː n d ɛ ŋ k ə n,AE N D EH NG K AX N
aandienen,aː n d i n ə n,AE N D IH N AX N
aandikken,aː n d ɪ k ə n,AE N D IH K AX N
aandoen,aː n d u n,AE N D UW N
aandoening,aː n d u n ɪ ŋ,AE N D UW N IH NG
aandoenlijk,aː n d u n l ə k,AE N D UW N L AX K
aandragen,aː n d r aː ɣ ə n,AE N D R AE AX N
aandrang,aː n d r ɑ ŋ,AE N D R AA NG
aandrentelen,aː n d r ɛ n t ə l ə n,AE N D R EH N T AX L AX N
aandribbelen,aː n d r ɪ b ə l ə n,AE N D R IH B AX L AX N
aandrift,aː n d r ɪ f t,AE N D R IH F T
aandrijfas,aː n d r ɛ i̯ f ɑ s,AE N D R EH IH F AA S
aandrijfketting,aː n d r ɛ i̯ f k ɛ t ɪ ŋ,AE N D R EH IH F K EH T IH NG
aandrijfkracht,aː n d r ɛ i̯ f k r ɑ x t,AE N D R EH IH F K R AA T
aandrijflijn,aː n d r ɛ i̯ f l ɛ i̯ n,AE N D R EH IH F L EH IH N
aandrijven,aː n d r ɛ i̯ v ə n,AE N D R EH IH V AX N
aandringen,aː n d r ɪ ŋ ə n,AE N D R IH NG AX N
aandrukken,aː n d r ʏ k ə n,AE N D R K AX N
aanduiden,aː n d œ y̯ d ə n,AE N D AE D AX N
aanduiding,aː n d œ y̯ d ɪ ŋ,AE N D AE D IH NG
aandurven,aː n d ʏ r v ə n,AE N D R V AX N
aanduwen,aː n d y u̯ ə n,AE N D W AX N
aaneen,aː n eː n,AE N EH N
aaneendraaien,aː n eː n d r aː i̯ ə n,AE N EH N D R AE IH AX N
aaneenschakelen,aː n eː n s x aː k ə l ə n,AE N EH N S AE K AX L AX N
aaneenschakeling,aː n eː n s x aː k ə l ɪ ŋ,AE N EH N S AE K AX L IH NG
aaneensluiten,aː n eː n s l œ y̯ t ə n,AE N EH N S L AE T AX N
aanerven,aː n ɛ r v ə n,AE N EH R V AX N
aanfluiten,aː n f l œ y̯ t ə n,AE N F L AE T AX N
aanfluiting,aː n f l œ y̯ t ɪ ŋ,AE N F L AE T IH NG
aangaan,aː ŋ ɣ aː n,AE NG AE N
aangaande,aː n ɣ aː n d ə,AE N AE N D AX
aangeboren,aː n ɣ ə b oː r ə n,AE N AX B OH R AX N
aangebroken,aː ŋ ɣ ə b r oː k ə n,AE NG AX B R OH K AX N
aangedaan,aː n ɣ ə d aː n,AE N AX D AE N
aangeefster,aː n ɣ eː f s t ə r,AE N EH F S T AX R
aangegrepen,aː ŋ ɣ ə ɣ r eː p ə n,AE NG AX R EH P AX N
aangelegen,aː n ɣ ə l eː ɣ ə n,AE N AX L EH AX N
aangelegenheid,aː ŋ ɣ ə l eː ɣ ə n ɦ ɛ i̯ t,AE NG AX L EH AX N EH IH T
aangenaam,aː n ɣ ə n aː m,AE N AX N AE M
aangepast,aː ŋ ɣ ə p ɑ s t,AE NG AX P AA S T
aangeschoten,aː n ɣ ə s x oː t ə n,AE N AX S OH T AX N
aangeslagen,aː n ɣ ə s l aː ɣ ə n,AE N AX S L AE AX N
aangetekend,aː n ɣ ə t eː k ə n t,AE N AX T EH K AX N T
aangeven,aː ŋ ɣ eː v ə n,AE NG EH V AX N
aangever,aː n ɣ eː v ə r,AE N EH V AX R
aangezicht,aː n ɣ ə z ɪ x t,AE N AX Z IH T
aangezichtskunde,aː n ɣ ə z ɪ x t s k ʏ n d ə,AE N AX Z IH T S K N D AX
aangezien,aː ŋ ɣ ə z i n,AE NG AX Z IH N
aangifte,aː n ɣ ɪ f t ə,AE N IH F T AX
aanglijden,aː n ɣ l ɛ i̯ d ə n,AE N L EH IH D AX N
aangluren,aː n ɣ l yː r ə n,AE N L R AX N
aangooien,aː n ɣ oː i̯ ə n,AE N OH IH AX N
aangorden,aː ŋ ɣ ɔ r d ə n,AE NG AO R D AX N
aangrenzen,aː n ɣ r ɛ n z ə n,AE N R EH N Z AX N
aangrenzend,aː n ɣ r ɛ n z ə n t,AE N R EH N Z AX N T
aangrijnzen,aː n ɣ r ɛ i̯ n z ə n,AE N R EH IH N Z AX N
aangrijpen,aː ŋ ɣ r ɛ i̯ p ə n,AE NG R EH IH P AX N
aangrijpend,aː ŋ ɣ r ɛ i̯ p ə n t,AE NG R EH IH P AX N T
aangrijpende,aː ŋ ɣ r ɛ i̯ p ə n d ə,AE NG R EH IH P AX N D AX
aangrinniken,aː n ɣ r ɪ n ə k ə n,AE N R IH N AX K AX N
aangroei,aː n ɣ r u i̯,AE N R UW IH
aangroeien,aː ŋ ɣ r u i̯ ə n,AE NG R UW IH AX N
aanhalen,aː n ɦ aː l ə n,AE N AE L AX N
aanhaling,aː n ɦ aː l ɪ ŋ,AE N AE L IH NG
aanhalingsteken,aː n ɦ aː l ɪ ŋ s t eː k ə n,AE N AE L IH NG S T EH K AX N
aanhang,aː n ɦ ɑ ŋ,AE N AA NG
aanhangen,aː n ɦ ɑ ŋ ə n,AE N AA NG AX N
aanhanger,aː n ɦ ɑ ŋ ə r,AE N AA NG AX R
aanhangsel,aː n ɦ ɑ ŋ s ə l,AE N AA NG S AX L
aanhangwagen,aː n ɦ ɑ ŋ ʋ aː ɣ ə n,AE N AA NG AE AX N
aanhebben,aː n ɦ ɛ b ə n,AE N EH B AX N
aanhechten,aː n ɦ ɛ x t ə n,AE N EH T AX N
aanheer,aː n ɦ eː r,AE N EH R
aanhef,aː n ɦ ɛ f,AE N EH F
aanhelpen,aː n ɦ ɛ l p ə n,AE N EH L P AX N
aanhijgen,aː n ɦ ɛ i̯ ɣ ə n,AE N EH IH AX N
aanhijsen,aː n ɦ ɛ i̯ s ə n,AE N EH IH S AX N
aanhitsen,aː n ɦ ɪ t s ə n,AE N IH T S AX N
aanhopen,aː n ɦ oː p ə n,AE N OH P AX N
aanhoren,aː n ɦ oː r ə n,AE N OH R AX N
aanhoudelijk,aː n ɦ ɑ u̯ d ə l ə k,AE N AA W D AX L AX K
aanhouden,aː n ɦ ɑ u̯ d ə n,AE N AA W D AX N
aanhouder,aː n ɦ ɑ u̯ d ə r,AE N AA W D AX R
aanhouding,aː n ɦ ɑ u̯ d ɪ ŋ,AE N AA W D IH NG
aanhoudingsbevel,aː n ɦ ɑ u̯ d ɪ ŋ s b ə v ɛ l,AE N AA W D IH NG S B AX V EH L
aanhuilen,aː n ɦ œ y̯ l ə n,AE N AE L AX N
aanhuwelijking,aː n ɦ y u̯ ə l ə k ɪ ŋ,AE N W AX L AX K IH NG
aanjagen,aː n j aː ɣ ə n,AE N Y AE AX N
aanjuichen,aː n j œ y̯ x ə n,AE N Y AE AX N
aankaarten,aː n k aː r t ə n,AE N K AE R T AX N
aankakken,aː n k ɑ k ə n,AE N K AA K AX N
aankijken,aː ŋ k ɛ i̯ k ə n,AE NG K EH IH K AX N
aanklacht,aː ŋ k l ɑ x t,AE NG K L AA T
aanklage,aː n k l aː ɣ ə,AE N K L AE AX
aanklagen,aː ŋ k l aː ɣ ə n,AE NG K L AE AX N
aanklager,aː n k l aː ɣ ə r,AE N K L AE AX R
aanklaging,aː n k l aː ɣ ɪ ŋ,AE N K L AE IH NG
aanklampen,aː n k l ɑ m p ə n,AE N K L AA M P AX N
aankleden,aː ŋ k l eː d ə n,AE NG K L EH D AX N
aankleding,aː n k l eː d ɪ ŋ,AE N K L EH D IH NG
aankloppen,aː ŋ k l ɔ p ə n,AE NG K L AO P AX N
aankloten,aː n k l oː t ə n,AE N K L OH T AX N
aanknopen,aː ŋ k n oː p ə n,AE NG K N OH P AX N
aanknopingspunt,aː n k n oː p ɪ ŋ s p ʏ n t,AE N K N OH P IH NG S P N T
aankomeling,aː n k oː m ə l ɪ ŋ,AE N K OH M AX L IH NG
aankomen,aː ŋ k oː m ə n,AE NG K OH M AX N
aankomst,aː ŋ k ɔ m s t,AE NG K AO M S T
aankondigen,aː ŋ k ɔ n d ə ɣ ə n,AE NG K AO N D AX AX N
aankondiger,aː n k ɔ n d ə ɣ ə r,AE N K AO N D AX AX R
aankondiging,aː n k ɔ n d ə ɣ ɪ ŋ,AE N K AO N D AX IH NG
aankooien,aː n k oː i̯ ə n,AE N K OH IH AX N
aankoop,aː ŋ k oː p,AE NG K OH P
aankopen,aː ŋ k oː p ə n,AE NG K OH P AX N
aankunnen,aː ŋ k ʏ n ə n,AE NG K N AX N
aankwispelen,aː n k ʋ ɪ s p ə l ə n,AE N K IH S P AX L AX N
aanlachen,aː n l ɑ x ə n,AE N L AA AX N
aanlappen,aː n l ɑ p ə n,AE N L AA P AX N
aanlassen,aː n l ɑ s ə n,AE N L AA S AX N
aanleg,aː n l ɛ x,AE N L EH
aanleggen,aː n l ɛ ɣ ə n,AE N L EH AX N
aanlegpaal,aː n l ɛ x p aː l,AE N L EH P AE L
aanlegsteiger,aː n l ɛ x s t ɛ i̯ ɣ ə r,AE N L EH S T EH IH AX R
aanleiding,aː n l ɛ i d ɪ ŋ,AE N L EH IH D IH NG
aanlengen,aː n l ɛ ŋ ə n,AE N L EH NG AX N
aanleren,aː n l eː r ə n,AE N L EH R AX N
aanleveren,aː n l eː v ə r ə n,AE N L EH V AX R AX N
aanlichten,aː l ɪ x t ə n,AE L IH T AX N
aanliggen,aː n l ɪ ɣ ə n,AE N L IH AX N
aanlijmen,aː n l ɛ i̯ m ə n,AE N L EH IH M AX N
aanlijnen,aː n l ɛ i̯ n ə n,AE N L EH IH N AX N
aanlokkelijkheid,aː n l ɔ k ə l ə k ɦ ɛ i̯ t,AE N L AO K AX L AX K EH IH T
aanlonken,aː n l ɔ ŋ k ə n,AE N L AO NG K AX N
aanloop,aː n l oː p,AE N L OH P
aanloopgeld,aː n l oː p x ɛ l t,AE N L OH P EH L T
aanmaak,aː n m aː k,AE N M AE K
aanmaakhout,aː n m aː k ɦ ɑ u̯ t,AE N M AE K AA W T
aanmaken,aː n m aː k ə n,AE N M AE K AX N
aanmanen,aː n m aː n ə n,AE N M AE N AX N
aanmaning,aː n m aː n ɪ ŋ,AE N M AE N IH NG
aanmatiging,aː m aː t ə ɣ ɪ ŋ,AE M AE T AX IH NG
aanmelden,aː m ɛ l d ə n,AE M EH L D AX N
aanmeren,aː m eː r ə n,AE M EH R AX N
aanmerkelijk,aː n m ɛ r k ə l ə k,AE N M EH R K AX L AX K
aanmerken,aː n m ɛ r k ə n,AE N M EH R K AX N
aanmerking,aː n m ɛ r k ɪ ŋ,AE N M EH R K IH NG
aanmoedigen,aː m u d ə ɣ ə n,AE M UW D AX AX N
aanmoediging,aː n m u d ə ɣ ɪ ŋ,AE N M UW D AX IH NG
aannaaien,aː n aː i̯ ə n,AE N AE IH AX N
aannaderen,aː n n aː d ə r ə n,AE N N AE D AX R AX N
aanname,aː n n aː m ə,AE N N AE M AX
aanneembaar,aː n n eː m b aː r,AE N N EH M B AE R
aannemelijk,aː n eː m ə l ə k,AE N EH M AX L AX K
aannemelijkheid,aː n eː m ə l ə k ɦ ɛ i̯ t,AE N EH M AX L AX K EH IH T
aannemen,aː n eː m ə n,AE N EH M AX N
aannemer,aː n eː m ə r,AE N EH M AX R
aannopen,aː n n oː p ə n,AE N N OH P AX N
aanpak,aː m p ɑ k,AE M P AA K
aanpakken,aː m p ɑ k ə n,AE M P AA K AX N
aanpappen,aː m p ɑ p ə n,AE M P AA P AX N
aanpasbaar,aː n p ɑ s b aː r,AE N P AA S B AE R
aanpassen,aː m p ɑ s ə n,AE M P AA S AX N
aanpassing,aː m p ɑ s ɪ ŋ,AE M P AA S IH NG
aanpassingsvermogen,aː n p ɑ s ɪ ŋ s f ə r m oː ɣ ə n,AE N P AA S IH NG S F AX R M OH AX N
aanpassingsvermogen,aː n p ɑ s ɪ ŋ s f ɛ r m oː ɣ ə n,AE N P AA S IH NG S F EH R M OH AX N
aanplakbiljet,aː n p l ɑ k b ɪ l j ɛ t,AE N P L AA K B IH L Y EH T
aanplakken,aː n p l ɑ k ə n,AE N P L AA K AX N
aanplanten,aː m p l ɑ n t ə n,AE M P L AA N T AX N
aanplanting,aː m p l ɑ n t ɪ ŋ,AE M P L AA N T IH NG
aanprijzen,aː m p r ɛ i̯ z ə n,AE M P R EH IH Z AX N
aanraakscherm,aː n r aː k s x ɛ r m,AE N R AE K S EH R M
aanraden,aː n r aː d ə n,AE N R AE D AX N
aanrader,aː n r aː d ə r,AE N R AE D AX R
aanraken,aː n r aː k ə n,AE N R AE K AX N
aanraking,aː n r aː k ɪ ŋ,AE N R AE K IH NG
aanranden,aː n r ɑ n d ə n,AE N R AA N D AX N
aanrander,aː n r ɑ n d ə r,AE N R AA N D AX R
aanranding,aː n r ɑ n d ɪ ŋ,AE N R AA N D IH NG
aanrandster,aː n r ɑ n t s t ə r,AE N R AA N T S T AX R
aanrecht,aː n r ɛ x t,AE N R EH T
aanrechtbank,aː n r ɛ x t b ɑ ŋ k,AE N R EH T B AA NG K
aanrechtsubsidie,aː n r ɛ x t s ʏ p s i d i,AE N R EH T S P S IH D IH
aanreiken,aː n r ɛ i̯ k ə n,AE N R EH IH K AX N
aanrekenen,aː n r eː k ə n ə n,AE N R EH K AX N AX N
aanrennen,aː n r ɛ n ə n,AE N R EH N AX N
aanrichten,aː n r ɪ x t ə n,AE N R IH T AX N
aanrijden,aː n r ɛ i̯ d ə n,AE N R EH IH D AX N
aanrijding,aː n r ɛ i̯ d ɪ ŋ,AE N R EH IH D IH NG
aanrit,aː n r ɪ t,AE N R IH T
aanritsgeld,aː n r ɪ t s x ɛ l t,AE N R IH T S EH L T
aanroep,aː n r u p,AE N R UW P
aanroepen,aː n r u p ə n,AE N R UW P AX N
aanroeren,aː n r uː r ə n,AE N R UW R AX N
aanschaf,aː n s x ɑ f,AE N S AA F
aanschaffen,aː n s x ɑ f ə n,AE N S AA F AX N
aanschellen,aː n s x ɛ l ə n,AE N S EH L AX N
