word,ipa,ARPAbet
acioaie,a t ʃ i w a j e,AE T SH IH W AE Y EH
acoperi,a k o p e r i,AE K OH P EH R IH
acronim,a k r o n i m,AE K R OH N IH M
activai,a k t i v a j,AE K T IH V AE Y
activam,a k t i v a m,AE K T IH V AE M
activase,a k t i v a s e,AE K T IH V AE S EH
active,a k t i v e,AE K T IH V EH
activez,a k t i v e z,AE K T IH V EH Z
activitate,a k t i v i t a t e,AE K T IH V IH T AE T EH
acu,a k u,AE K UW
acum,a k u m,AE K UW M
acumulai,a k u m u l a j,AE K UW M UW L AE Y
acumulam,a k u m u l a m,AE K UW M UW L AE M
acumulase,a k u m u l a s e,AE K UW M UW L AE S EH
acumulat,a k u m u l a t,AE K UW M UW L AE T
adap,a d a p,AE D AE P
adaptabilitate,a d a p t a b i l i t a t e,AE D AE P T AE B IH L IH T AE T EH
adiase,a d i a s e,AE D IH AE S EH
adie,a d i e,AE D IH EH
adiem,a d i e m,AE D IH EH M
adjectiv,a d ʒ e k t i v,AE D ZH EH K T IH V
adjective,a d ʒ e k t i v e,AE D ZH EH K T IH V EH
administrai,a d m i n i s t r a j,AE D M IH N IH S T R AE Y
administram,a d m i n i s t r a m,AE D M IH N IH S T R AE M
administrase,a d m i n i s t r a s e,AE D M IH N IH S T R AE S EH
administrat,a d m i n i s t r a t,AE D M IH N IH S T R AE T
administrez,a d m i n i s t r e z,AE D M IH N IH S T R EH Z
admirai,a d m i r a j,AE D M IH R AE Y
admiram,a d m i r a m,AE D M IH R AE M
admirase,a d m i r a s e,AE D M IH R AE S EH
admirat,a d m i r a t,AE D M IH R AE T
admire,a d m i r e,AE D M IH R EH
admiri,a d m i rʲ,AE D M IH R
adnotat,a d n o t a t,AE D N OH T AE T
adopt,a d o p t,AE D OH P T
adoptai,a d o p t a j,AE D OH P T AE Y
adoptam,a d o p t a m,AE D OH P T AE M
adoptase,a d o p t a s e,AE D OH P T AE S EH
adopte,a d o p t e,AE D OH P T EH
ador,a d o r,AE D OH R
adorai,a d o r a j,AE D OH R AE Y
adoram,a d o r a m,AE D OH R AE M
adorase,a d o r a s e,AE D OH R AE S EH
adorat,a d o r a t,AE D OH R AE T
adorm,a d o r m,AE D OH R M
adormim,a d o r m i m,AE D OH R M IH M
adu,a d u,AE D UW
aduce,a d u t ʃ e,AE D UW T SH EH
aducător,a d u k ə t o r,AE D UW K AX T OH R
adunai,a d u n a j,AE D UW N AE Y
aduni,a d u nʲ,AE D UW N
aerai,a e r a j,AE EH R AE Y
aeram,a e r a m,AE EH R AE M
aerase,a e r a s e,AE EH R AE S EH
aerodrom,a e r o d r o m,AE EH R OH D R OH M
aeroport,a e ɾ o p o ɾ t,AE EH DX OH P OH DX T
afgan,a f ɡ a n,AE F G AE N
afinitate,a f i n i t a t e,AE F IH N IH T AE T EH
afix,a f i k s,AE F IH K S
afli,a f l i,AE F L IH
afum,a f u m,AE F UW M
afume,a f u m e,AE F UW M EH
afundai,a f u n d a j,AE F UW N D AE Y
afundam,a f u n d a m,AE F UW N D AE M
afunde,a f u n d e,AE F UW N D EH
agent,a d ʒ e n t,AE D ZH EH N T
agentă,a d͡ʒ e n t ə,AE JH EH N T AX
agest,a d͡ʒ e s t,AE JH EH S T
agit,a d͡ʒ i t,AE JH IH T
agitai,a d͡ʒ i t a j,AE JH IH T AE Y
agitam,a d͡ʒ i t a m,AE JH IH T AE M
agite,a d͡ʒ i t e,AE JH IH T EH
aici,a i t͡ʃʲ,AE IH CH
ajunge,a ʒ u n d͡ʒ e,AE ZH UW N JH EH
ajuns,a ʒ u n s,AE ZH UW N S
ajut,a ʒ u t,AE ZH UW T
ajutor,a ʒ u t o r,AE ZH UW T OH R
alarmai,a l a r m a j,AE L AE R M AE Y
alarmam,a l a r m a m,AE L AE R M AE M
alarmase,a l a r m a s e,AE L AE R M AE S EH
alarmat,a l a r m a t,AE L AE R M AE T
alarmez,a l a r m e z,AE L AE R M EH Z
albanez,a l b a n e z,AE L B AE N EH Z
albaneze,a l b a n e z e,AE L B AE N EH Z EH
albanezi,a l b a n e zʲ,AE L B AE N EH Z
albaneză,a l b a n e z ə,AE L B AE N EH Z AX
albastru,a l b a s t ɾ u,AE L B AE S T DX UW
albeam,a l b e̯ a m,AE L B EH AE M
albulescu,a l b u l e s k u,AE L B UW L EH S K UW
alcool,a l k o o l,AE L K OH OH L
alcoolic,a l k o o l i k,AE L K OH OH L IH K
alcoolica,a l k o o l i k a,AE L K OH OH L IH K AE
alcoolice,a l k o o l i t͡ʃ e,AE L K OH OH L IH CH EH
alcoolici,a l k o o l i t͡ʃʲ,AE L K OH OH L IH CH
alcoolică,a l k o o l i k ə,AE L K OH OH L IH K AX
alege,a l e d͡ʒ e,AE L EH JH EH
ales,a l e s,AE L EH S
alfabete,a l f a b e t e,AE L F AE B EH T EH
alfabetele,a l f a b e t e l e,AE L F AE B EH T EH L EH
alfabetelor,a l f a b e t e l o r,AE L F AE B EH T EH L OH R
alfabetul,a l f a b e t u,AE L F AE B EH T UW
alfabetul,a l f a b e t u l,AE L F AE B EH T UW L
alfabetului,a l f a b e t u l u j,AE L F AE B EH T UW L UW Y
algerian,a l d͡ʒ e r i a n,AE L JH EH R IH AE N
aligator,a l i ɡ a t o r,AE L IH G AE T OH R
alin,a l i n,AE L IH N
alinam,a l i n a m,AE L IH N AE M
aline,a l i n e,AE L IH N EH
alinăm,a l i n ə m,AE L IH N AX M
alte,a l t e,AE L T EH
alterai,a l t e r a j,AE L T EH R AE Y
alteram,a l t e r a m,AE L T EH R AE M
alterase,a l t e r a s e,AE L T EH R AE S EH
alterat,a l t e r a t,AE L T EH R AE T
alterez,a l t e r e z,AE L T EH R EH Z
alung,a l u ŋ ɡ,AE L UW NG G
alunga,a l u ŋ ɡ a,AE L UW NG G AE
amarilisul,a m a r i l i s u,AE M AE R IH L IH S UW
amarilisul,a m a r i l i s u l,AE M AE R IH L IH S UW L
amarilisului,a m a r i l i s u l u j,AE M AE R IH L IH S UW L UW Y
amariliși,a m a r i l i ʃʲ,AE M AE R IH L IH SH
amarilișii,a m a r i l i ʃ iː,AE M AE R IH L IH SH IH
amarilișilor,a m a r i l i ʃ i l o r,AE M AE R IH L IH SH IH L OH R
america,a m e r i k a,AE M EH R IH K AE
americance,a m e ɾ i k a n t͡ʃ e,AE M EH DX IH K AE N CH EH
americană,a m e r i k a n ə,AE M EH R IH K AE N AX
amice,a m i t͡ʃ e,AE M IH CH EH
amici,a m i t͡ʃʲ,AE M IH CH
amintesc,a m i n t e s k,AE M IH N T EH S K
amintește,a m i n t e ʃ t e,AE M IH N T EH SH T EH
aminti,a m i n t i,AE M IH N T IH
amintire,a m i n t i r e,AE M IH N T IH R EH
amorțit,a m o r t s i t,AE M OH R T S IH T
amsterdam,a m s t e r d a m,AE M S T EH R D AE M
amu,a m u,AE M UW
amurg,a m u ɾ ɡ,AE M UW DX G
amuze,a m u z e,AE M UW Z EH
amuzi,a m u zʲ,AE M UW Z
an,a n,AE N
anal,a n a l,AE N AE L
analiza,a n a l i z a,AE N AE L IH Z AE
analizai,a n a l i z a j,AE N AE L IH Z AE Y
analizam,a n a l i z a m,AE N AE L IH Z AE M
analizară,a n a l i z a r ə,AE N AE L IH Z AE R AX
analizarăm,a n a l i z a r ə m,AE N AE L IH Z AE R AX M
analizarăți,a n a l i z a r ə t sʲ,AE N AE L IH Z AE R AX T S
analizase,a n a l i z a s e,AE N AE L IH Z AE S EH
analizasem,a n a l i z a s e m,AE N AE L IH Z AE S EH M
analizaseră,a n a l i z a s e r ə,AE N AE L IH Z AE S EH R AX
analizaserăm,a n a l i z a s e r ə m,AE N AE L IH Z AE S EH R AX M
analizaserăți,a n a l i z a s e r ə t sʲ,AE N AE L IH Z AE S EH R AX T S
analizaseși,a n a l i z a s e ʃʲ,AE N AE L IH Z AE S EH SH
analizat,a n a l i z a t,AE N AE L IH Z AE T
analizau,a n a l i z a w,AE N AE L IH Z AE W
analizași,a n a l i z a ʃʲ,AE N AE L IH Z AE SH
analizați,a n a l i z a t͡sʲ,AE N AE L IH Z AE
analizează,a n a l i z e̯ a z ə,AE N AE L IH Z EH AE Z AX
analizez,a n a l i z e z,AE N AE L IH Z EH Z
analizeze,a n a l i z e z e,AE N AE L IH Z EH Z EH
analizezi,a n a l i z e zʲ,AE N AE L IH Z EH Z
analizând,a n a l i z ɨ n d,AE N AE L IH Z IX N D
analiză,a n a l i z ə,AE N AE L IH Z AX
analizăm,a n a l i z ə m,AE N AE L IH Z AX M
analogie,a n a l o d͡ʒ i e,AE N AE L OH JH IH EH
anarhist,a n a r h i s t,AE N AE R HH IH S T
anarhistă,a n a r h i s t ə,AE N AE R HH IH S T AX
anatema,a n a t e m a,AE N AE T EH M AE
anateme,a n a t e m e,AE N AE T EH M EH
anatemei,a n a t e m e j,AE N AE T EH M EH Y
anatemele,a n a t e m e l e,AE N AE T EH M EH L EH
anatemelor,a n a t e m e l o r,AE N AE T EH M EH L OH R
anatemă,a n a t e m ə,AE N AE T EH M AX
anatomie,a n a t o m i e,AE N AE T OH M IH EH
ancorai,a n k o r a j,AE N K OH R AE Y
ancoram,a n k o r a m,AE N K OH R AE M
ancorase,a n k o r a s e,AE N K OH R AE S EH
andorra,a n d o r a,AE N D OH R AE
anexai,a n e k s a j,AE N EH K S AE Y
anexam,a n e k s a m,AE N EH K S AE M
anexase,a n e k s a s e,AE N EH K S AE S EH
ani,a nʲ,AE N
anihila,a n i h i l a,AE N IH HH IH L AE
anihilase,a n i h i l a s e,AE N IH HH IH L AE S EH
anii,a n i j,AE N IH Y
anim,a n i m,AE N IH M
animai,a n i m a j,AE N IH M AE Y
animali,a n i m a lʲ,AE N IH M AE L
animalitate,a n i m a l i t a t e,AE N IH M AE L IH T AE T EH
animam,a n i m a m,AE N IH M AE M
animase,a n i m a s e,AE N IH M AE S EH
animi,a n i mʲ,AE N IH M
anini,a n i nʲ,AE N IH N
anonim,a n o n i m,AE N OH N IH M
anonima,a n o n i m a,AE N OH N IH M AE
anonime,a n o n i m e,AE N OH N IH M EH
anonimi,a n o n i mʲ,AE N OH N IH M
anonimitate,a n o n i m i t a t e,AE N OH N IH M IH T AE T EH
anonimă,a n o n i m ə,AE N OH N IH M AX
anormalitate,a n o r m a l i t a t e,AE N OH R M AE L IH T AE T EH
antagonic,a n t a ɡ o n i k,AE N T AE G OH N IH K
antarctica,a n t a r k t i k a,AE N T AE R K T IH K AE
antonescu,a n t o n e s k u,AE N T OH N EH S K UW
antonim,a n t o n i m,AE N T OH N IH M
anulai,a n u l a j,AE N UW L AE Y
anulam,a n u l a m,AE N UW L AE M
anulase,a n u l a s e,AE N UW L AE S EH
anule,a n u l e,AE N UW L EH
anus,a n u s,AE N UW S
anusul,a n u s u,AE N UW S UW
anusul,a n u s u l,AE N UW S UW L
anusului,a n u s u l u j,AE N UW S UW L UW Y
anusuri,a n u s u rʲ,AE N UW S UW R
anusurile,a n u s u r i l e,AE N UW S UW R IH L EH
anusurilor,a n u s u r i l o r,AE N UW S UW R IH L OH R
anțărț,a n t s ə r t s,AE N T S AX R T S
apa,a p a,AE P AE
apar,a p a r,AE P AE R
apare,a p a r e,AE P AE R EH
apari,a p a rʲ,AE P AE R
ape,a p e,AE P EH
apei,a p e j,AE P EH Y
apele,a p e l e,AE P EH L EH
apelor,a p e l o r,AE P EH L OH R
apere,a p e r e,AE P EH R EH
aperi,a p e rʲ,AE P EH R
apetisant,a p e t i s a n t,AE P EH T IH S AE N T
aplaudam,a p l a u d a m,AE P L AE UW D AE M
aplaude,a p l a u d e,AE P L AE UW D EH
aplicai,a p l i k a j,AE P L IH K AE Y
aplicam,a p l i k a m,AE P L IH K AE M
aplicase,a p l i k a s e,AE P L IH K AE S EH
aplicat,a p l i k a t,AE P L IH K AE T
apocalips,a p o k a l i p s,AE P OH K AE L IH P S
apocalipse,a p o k a l i p s e,AE P OH K AE L IH P S EH
apocalipsele,a p o k a l i p s e l e,AE P OH K AE L IH P S EH L EH
apocalipselor,a p o k a l i p s e l o r,AE P OH K AE L IH P S EH L OH R
apocalipsul,a p o k a l i p s u,AE P OH K AE L IH P S UW
apocalipsul,a p o k a l i p s u l,AE P OH K AE L IH P S UW L
apocalipsului,a p o k a l i p s u l u j,AE P OH K AE L IH P S UW L UW Y
apocaliptic,a p o k a l i p t i k,AE P OH K AE L IH P T IH K
apocaliptica,a p o k a l i p t i k a,AE P OH K AE L IH P T IH K AE
apocaliptice,a p o k a l i p t i t͡ʃ e,AE P OH K AE L IH P T IH CH EH
apocalipticei,a p o k a l i p t i t͡ʃ e j,AE P OH K AE L IH P T IH CH EH Y
apocalipticele,a p o k a l i p t i t͡ʃ e l e,AE P OH K AE L IH P T IH CH EH L EH
apocalipticelor,a p o k a l i p t i t͡ʃ e l o r,AE P OH K AE L IH P T IH CH EH L OH R
apocaliptici,a p o k a l i p t i t͡ʃʲ,AE P OH K AE L IH P T IH CH
apocalipticii,a p o k a l i p t i t͡ʃ iː,AE P OH K AE L IH P T IH CH IH
apocalipticilor,a p o k a l i p t i t͡ʃ i l o r,AE P OH K AE L IH P T IH CH IH L OH R
apocalipticul,a p o k a l i p t i k u,AE P OH K AE L IH P T IH K UW
apocalipticul,a p o k a l i p t i k u l,AE P OH K AE L IH P T IH K UW L
apocalipticului,a p o k a l i p t i k u l u j,AE P OH K AE L IH P T IH K UW L UW Y
apocaliptică,a p o k a l i p t i k ə,AE P OH K AE L IH P T IH K AX
apologiza,a p o l o d͡ʒ i z a,AE P OH L OH JH IH Z AE
apologizai,a p o l o d͡ʒ i z a j,AE P OH L OH JH IH Z AE Y
apologizam,a p o l o d͡ʒ i z a m,AE P OH L OH JH IH Z AE M
aproape,a p r o̯ a p e,AE P R OH AE P EH
aprob,a p r o b,AE P R OH B
aprobase,a p r o b a s e,AE P R OH B AE S EH
aprobi,a p r o bʲ,AE P R OH B
apropiase,a p r o p i a s e,AE P R OH P IH AE S EH
apropie,a p r o p j e,AE P R OH P Y EH
apui,a p u j,AE P UW Y
apun,a p u n,AE P UW N
apă,a p ə,AE P AX
arai,a r a j,AE R AE Y
aram,a r a m,AE R AE M
arase,a r a s e,AE R AE S EH
arate,a r a t e,AE R AE T EH
arau,a r a w,AE R AE W
arbore,a r b o r e,AE R B OH R EH
arbust,a r b u s t,AE R B UW S T
ardea,a r d e̯ a,AE R D EH AE
ardeam,a r d e̯ a m,AE R D EH AE M
ardem,a r d e m,AE R D EH M
argintiu,a ɾ d͡ʒ i n t i w,AE DX JH IH N T IH W
argumentai,a r ɡ u m e n t a j,AE R G UW M EH N T AE Y
argumentam,a r ɡ u m e n t a m,AE R G UW M EH N T AE M
argumentase,a r ɡ u m e n t a s e,AE R G UW M EH N T AE S EH
argumentat,a r ɡ u m e n t a t,AE R G UW M EH N T AE T
argumentez,a r ɡ u m e n t e z,AE R G UW M EH N T EH Z
ari,a rʲ,AE R
armai,a r m a j,AE R M AE Y
armam,a r m a m,AE R M AE M
armase,a r m a s e,AE R M AE S EH
arme,a r m e,AE R M EH
armei,a r m e j,AE R M EH Y
armenia,a r m e n i a,AE R M EH N IH AE
armez,a r m e z,AE R M EH Z
armonizase,a r m o n i z a s e,AE R M OH N IH Z AE S EH
armă,a r m ə,AE R M AX
armăsar,a r m ə s a r,AE R M AX S AE R
armăsari,a r m ə s a rʲ,AE R M AX S AE R
armăsarii,a r m ə s a r iː,AE R M AX S AE R IH
armăsarilor,a r m ə s a r i l o r,AE R M AX S AE R IH L OH R
armăsarul,a r m ə s a r u,AE R M AX S AE R UW
armăsarul,a r m ə s a r u l,AE R M AX S AE R UW L
armăsarului,a r m ə s a r u l u j,AE R M AX S AE R UW L UW Y
aromân,a r o m ɨ n,AE R OH M IX N
aromânească,a r o m ɨ n e̯ a s k ə,AE R OH M IX N EH AE S K AX
aromânesc,a r o m ɨ n e s k,AE R OH M IX N EH S K
aromânește,a r o m ɨ n e ʃ t e,AE R OH M IX N EH SH T EH
aromânești,a r o m ɨ n e ʃ tʲ,AE R OH M IX N EH SH T
arse,a r s e,AE R S EH
articol,a r t i k o l,AE R T IH K OH L
articulai,a r t i k u l a j,AE R T IH K UW L AE Y
articulam,a r t i k u l a m,AE R T IH K UW L AE M
articulase,a r t i k u l a s e,AE R T IH K UW L AE S EH
articulat,a r t i k u l a t,AE R T IH K UW L AE T
articulez,a r t i k u l e z,AE R T IH K UW L EH Z
artificializai,a r t i f i t͡ʃ i a l i z a j,AE R T IH F IH CH IH AE L IH Z AE Y
artificializam,a r t i f i t͡ʃ i a l i z a m,AE R T IH F IH CH IH AE L IH Z AE M
arăta,a r ə t a,AE R AX T AE
arșinic,a r ʃ i n i k,AE R SH IH N IH K
arșița,a r ʃ i t s a,AE R SH IH T S AE
arșiță,a r ʃ i t s ə,AE R SH IH T S AX
asară,a s a r ə,AE S AE R AX
ascuns,a s k u n s,AE S K UW N S
aseară,a s e̯ a r ə,AE S EH AE R AX
asexual,a s e k s u a l,AE S EH K S UW AE L
asexualitate,a s e k s u a l i t a t e,AE S EH K S UW AE L IH T AE T EH
asia,a s i a,AE S IH AE
asimilase,a s i m i l a s e,AE S IH M IH L AE S EH
aspir,a s p i r,AE S P IH R
aspirai,a s p i r a j,AE S P IH R AE Y
aspiram,a s p i r a m,AE S P IH R AE M
aspirase,a s p i r a s e,AE S P IH R AE S EH
aspirat,a s p i r a t,AE S P IH R AE T
aspire,a s p i r e,AE S P IH R EH
aspiri,a s p i rʲ,AE S P IH R
asta,a s t a,AE S T AE
astruc,a s t r u k,AE S T R UW K
astruca,a s t r u k a,AE S T R UW K AE
astup,a s t u p,AE S T UW P
astupe,a s t u p e,AE S T UW P EH
asturian,a s t u r i a n,AE S T UW R IH AE N
asupra,a s u p r a,AE S UW P R AE
asurzea,a s u r z j a,AE S UW R Z Y AE
asurzeai,a s u r z j a j,AE S UW R Z Y AE Y
asurzeam,a s u r z j a m,AE S UW R Z Y AE M
asurzească,a s u r z j a s k ə,AE S UW R Z Y AE S K AX
asurzeau,a s u r z j a w,AE S UW R Z Y AE W
asurzeați,a s u r z j a t sʲ,AE S UW R Z Y AE T S
asurzesc,a s u r z e s k,AE S UW R Z EH S K
asurzește,a s u r z e ʃ t e,AE S UW R Z EH SH T EH
asurzești,a s u r z e ʃ tʲ,AE S UW R Z EH SH T
asurzi,a s u r z i,AE S UW R Z IH
asurzii,a s u r z iː,AE S UW R Z IH
asurzim,a s u r z i m,AE S UW R Z IH M
asurzind,a s u r z i n d,AE S UW R Z IH N D
asurziră,a s u r z i r ə,AE S UW R Z IH R AX
asurzirăm,a s u r z i r ə m,AE S UW R Z IH R AX M
asurzirăți,a s u r z i r ə t sʲ,AE S UW R Z IH R AX T S
asurzise,a s u r z i s e,AE S UW R Z IH S EH
asurzisem,a s u r z i s e m,AE S UW R Z IH S EH M
asurziseră,a s u r z i s e r ə,AE S UW R Z IH S EH R AX
asurziserăm,a s u r z i s e r ə m,AE S UW R Z IH S EH R AX M
asurziserăți,a s u r z i s e r ə t sʲ,AE S UW R Z IH S EH R AX T S
asurziseși,a s u r z i s e ʃʲ,AE S UW R Z IH S EH SH
asurzit,a s u r z i t,AE S UW R Z IH T
asurzita,a s u r z i t a,AE S UW R Z IH T AE
asurzite,a s u r z i t e,AE S UW R Z IH T EH
asurzitei,a s u r z i t e j,AE S UW R Z IH T EH Y
asurzitele,a s u r z i t e l e,AE S UW R Z IH T EH L EH
asurzitelor,a s u r z i t e l o r,AE S UW R Z IH T EH L OH R
asurzitul,a s u r z i t u,AE S UW R Z IH T UW
asurzitul,a s u r z i t u l,AE S UW R Z IH T UW L
asurzitului,a s u r z i t u l u j,AE S UW R Z IH T UW L UW Y
asurzită,a s u r z i t ə,AE S UW R Z IH T AX
asurziși,a s u r z i ʃʲ,AE S UW R Z IH SH
asurziți,a s u r z i t͡sʲ,AE S UW R Z IH
asurziții,a s u r z i t͡s iː,AE S UW R Z IH IH
asurziților,a s u r z i t͡s i l o r,AE S UW R Z IH IH L OH R
atac,a t a k,AE T AE K
ataca,a t a k a,AE T AE K AE
atacai,a t a k a j,AE T AE K AE Y
atacam,a t a k a m,AE T AE K AE M
atacase,a t a k a s e,AE T AE K AE S EH
atacat,a t a k a t,AE T AE K AE T
ataraxia,a t a r a k s i a,AE T AE R AE K S IH AE
ataraxic,a t a r a k s i k,AE T AE R AE K S IH K
ataraxie,a t a r a k s i e,AE T AE R AE K S IH EH
ataraxio,a t a r a k s i o,AE T AE R AE K S IH OH
ating,a t i ŋ ɡ,AE T IH NG G
atingem,a t i n d͡ʒ e m,AE T IH N JH EH M
atingi,a t i n d͡ʒʲ,AE T IH N JH
atmosferă,a t m o s f e r ə,AE T M OH S F EH R AX
atrase,a t r a s e,AE T R AE S EH
atroce,a t r o t͡ʃ e,AE T R OH CH EH
atrocitate,a t r o t͡ʃ i t a t e,AE T R OH CH IH T AE T EH
atrocitatea,a t r o t͡ʃ i t a t e̯ a,AE T R OH CH IH T AE T EH AE
atrocități,a t r o t͡ʃ i t ə t͡sʲ,AE T R OH CH IH T AX
atrocității,a t r o t ʃ i t ə t s iː,AE T R OH T SH IH T AX T S IH
atrocitățile,a t r o t͡ʃ i t ə t͡s i l e,AE T R OH CH IH T AX IH L EH
atrocităților,a t r o t͡ʃ i t ə t͡s i l o r,AE T R OH CH IH T AX IH L OH R
audacie,a u d a t͡ʃ i e,AE UW D AE CH IH EH
augmentai,a u ɡ m e n t a j,AE UW G M EH N T AE Y
augmentase,a u ɡ m e n t a s e,AE UW G M EH N T AE S EH
augmentat,a u ɡ m e n t a t,AE UW G M EH N T AE T
augmentez,a u ɡ m e n t e z,AE UW G M EH N T EH Z
aurea,a u r e̯ a,AE UW R EH AE
auream,a u r e̯ a m,AE UW R EH AE M
autoritate,a u t o r i t a t e,AE UW T OH R IH T AE T EH
