word,ipa,ARPAbet
abdoul,a b d u l,AE B D UW L
abdoulaye,a b d u l a i,AE B D UW L AE IH
abdoulla,a b d u l a,AE B D UW L AE
abducteur,a b d y k t œ ʁ,AE B D K T AE
abductif,a b d y k t i f,AE B D K T IH F
abduction,a b d y k s j ɔ̃,AE B D K S Y AO
abductions,a b d y k s j ɔ̃,AE B D K S Y AO
abeau,a b o,AE B OH
abeilardiser,a b ɛ l a ʁ d i z e,AE B EH L AE D IH Z EH
abeille,a b ɛ j,AE B EH Y
abeille,a b ɛː j,AE B EH Y
abeilles,a b ɛ j,AE B EH Y
abeillée,a b ɛ j e,AE B EH Y EH
abel,a b ɛ l,AE B EH L
abelin,a b l ɛ̃,AE B L EH
abelone,a b l ɔ n,AE B L AO N
aberdeen,a b ɛ ʁ d i n,AE B EH D IH N
aberra,a b ɛ ʁ a,AE B EH AE
aberrai,a b ɛ ʁ e,AE B EH EH
aberraient,a b ɛ ʁ ɛ,AE B EH EH
aberrais,a b ɛ ʁ ɛ,AE B EH EH
aberrait,a b ɛ ʁ ɛ,AE B EH EH
aberrance,a b ɛ ʁ ɑ̃ s,AE B EH AA S
aberrant,a b ɛ ʁ ɑ̃,AE B EH AA
aberrante,a b ɛ ʁ ɑ̃ t,AE B EH AA T
aberrantes,a b ɛ ʁ ɑ̃ t,AE B EH AA T
aberrants,a b ɛ ʁ ɑ̃,AE B EH AA
aberras,a b ɛ ʁ ɑ,AE B EH AA
aberrasse,a b ɛ ʁ a s,AE B EH AE S
aberrassent,a b ɛ ʁ a s,AE B EH AE S
aberrasses,a b ɛ ʁ a s,AE B EH AE S
aberrassiez,a b ɛ ʁ a s j e,AE B EH AE S Y EH
aberrassions,a b ɛ ʁ a s j ɔ̃,AE B EH AE S Y AO
aberration,a b ɛ ʁ a s j ɔ̃,AE B EH AE S Y AO
aberrations,a b ɛ ʁ a s j ɔ̃,AE B EH AE S Y AO
aberre,a b ɛ ʁ,AE B EH
aberrent,a b ɛ ʁ,AE B EH
aberrera,a b ɛ ʁ ə ʁ a,AE B EH AX AE
aberrerai,a b ɛ ʁ ə ʁ e,AE B EH AX EH
aberreraient,a b ɛ ʁ ə ʁ ɛ,AE B EH AX EH
aberrerais,a b ɛ ʁ ə ʁ ɛ,AE B EH AX EH
aberrerait,a b ɛ ʁ ə ʁ ɛ,AE B EH AX EH
aberreras,a b ɛ ʁ ə ʁ ɑ,AE B EH AX AA
aberrerez,a b ɛ ʁ ə ʁ e,AE B EH AX EH
aberreriez,a b ɛ ʁ ə ʁ j e,AE B EH AX Y EH
aberrerions,a b ɛ ʁ ə ʁ j ɔ̃,AE B EH AX Y AO
aberrerons,a b ɛ ʁ ə ʁ ɔ̃,AE B EH AX AO
aberreront,a b ɛ ʁ ə ʁ ɔ̃,AE B EH AX AO
aberres,a b ɛ ʁ,AE B EH
aberrez,a b ɛ ʁ e,AE B EH EH
aberriez,a b ɛ ʁ j e,AE B EH Y EH
aberrions,a b ɛ ʁ j ɔ̃,AE B EH Y AO
aberrons,a b ɛ ʁ ɔ̃,AE B EH AO
aberrâmes,a b ɛ ʁ ɑ m,AE B EH AA M
aberrât,a b ɛ ʁ ɑ,AE B EH AA
aberrâtes,a b ɛ ʁ ɑ t,AE B EH AA T
aberrèrent,a b ɛ ʁ ɛ ʁ,AE B EH EH
aberré,a b ɛ ʁ e,AE B EH EH
abessif,a b e s i f,AE B EH S IH F
abessif,a b ɛ s i f,AE B EH S IH F
abeurver,a b œ ʁ v e,AE B AE V EH
abhorrer,a b ɔ ʁ e,AE B AO EH
abidjan,a b i d ʒ ɑ̃,AE B IH D ZH AA
abies,a b j ɛ s,AE B Y EH S
abigéat,a b i ʒ e a,AE B IH ZH EH AE
abime,a b i m,AE B IH M
abiétinée,a b j e t i n e,AE B Y EH T IH N EH
abject,a b ʒ ɛ k t,AE B ZH EH K T
abjection,a b ʒ ɛ k s j ɔ̃,AE B ZH EH K S Y AO
abjuration,a b ʒ y ʁ a s j ɔ̃,AE B ZH AE S Y AO
abjurer,a b ʒ y ʁ e,AE B ZH EH
abkhazie,a p k a z i,AE P K AE Z IH
ablater,a b l a t e,AE B L AE T EH
ablatif,a b l a t i f,AE B L AE T IH F
ablative,a b l a t i v,AE B L AE T IH V
ableret,a b l ə ʁ ɛ,AE B L AX EH
ablette,a b l ɛ t,AE B L EH T
ablier,a b l i j e,AE B L IH Y EH
abnégation,a b n e ɡ a s j ɔ̃,AE B N EH G AE S Y AO
aboi,a b w a,AE B W AE
aboiement,a b w a m ɑ̃,AE B W AE M AA
aboiteau,a b w a t o,AE B W AE T OH
aboli,a b ɔ l i,AE B AO L IH
abolir,a b ɔ l i ʁ,AE B AO L IH
abolissable,a b ɔ l i s a b l,AE B AO L IH S AE B L
abolissables,a b ɔ l i s a b l,AE B AO L IH S AE B L
abolition,a b ɔ l i s j ɔ̃,AE B AO L IH S Y AO
abolitionnisme,a b ɔ l i s j ɔ n i s m,AE B AO L IH S Y AO N IH S M
abolitionnismes,a b ɔ l i s j ɔ n i s m,AE B AO L IH S Y AO N IH S M
abolitionniste,a b ɔ l i s j ɔ n i s t,AE B AO L IH S Y AO N IH S T
abomey,a b ɔ m ɛ,AE B AO M EH
abomiffreuse,a b ɔ m i f ʁ ø z,AE B AO M IH F Z
abomina,a b ɔ m i n a,AE B AO M IH N AE
abominable,a b ɔ m i n a b l,AE B AO M IH N AE B L
abominables,a b ɔ m i n a b l,AE B AO M IH N AE B L
abominai,a b ɔ m i n e,AE B AO M IH N EH
abominaient,a b ɔ m i n ɛ,AE B AO M IH N EH
abominais,a b ɔ m i n ɛ,AE B AO M IH N EH
abominait,a b ɔ m i n ɛ,AE B AO M IH N EH
abominant,a b ɔ m i n ɑ̃,AE B AO M IH N AA
abominas,a b ɔ m i n ɑ,AE B AO M IH N AA
abominasse,a b ɔ m i n a s,AE B AO M IH N AE S
abominassent,a b ɔ m i n a s,AE B AO M IH N AE S
abominasses,a b ɔ m i n a s,AE B AO M IH N AE S
abominassiez,a b ɔ m i n a s j e,AE B AO M IH N AE S Y EH
abominassions,a b ɔ m i n a s j ɔ̃,AE B AO M IH N AE S Y AO
abomination,a b ɔ m i n a s j ɔ̃,AE B AO M IH N AE S Y AO
abomine,a b ɔ m i n,AE B AO M IH N
abominent,a b ɔ m i n,AE B AO M IH N
abominer,a b ɔ m i n e,AE B AO M IH N EH
abominera,a b ɔ m i n ʁ a,AE B AO M IH N AE
abominerai,a b ɔ m i n ʁ e,AE B AO M IH N EH
abomineraient,a b ɔ m i n ʁ ɛ,AE B AO M IH N EH
abominerais,a b ɔ m i n ʁ ɛ,AE B AO M IH N EH
abominerait,a b ɔ m i n ʁ ɛ,AE B AO M IH N EH
abomineras,a b ɔ m i n ʁ ɑ,AE B AO M IH N AA
abominerez,a b ɔ m i n ʁ e,AE B AO M IH N EH
abomineriez,a b ɔ m i n ə ʁ j e,AE B AO M IH N AX Y EH
abominerions,a b ɔ m i n ə ʁ j ɔ̃,AE B AO M IH N AX Y AO
abominerons,a b ɔ m i n ʁ ɔ̃,AE B AO M IH N AO
abomineront,a b ɔ m i n ʁ ɔ̃,AE B AO M IH N AO
abomines,a b ɔ m i n,AE B AO M IH N
abominez,a b ɔ m i n e,AE B AO M IH N EH
abominiez,a b ɔ m i n j e,AE B AO M IH N Y EH
abominions,a b ɔ m i n j ɔ̃,AE B AO M IH N Y AO
abominons,a b ɔ m i n ɔ̃,AE B AO M IH N AO
abominâmes,a b ɔ m i n ɑ m,AE B AO M IH N AA M
abominât,a b ɔ m i n ɑ,AE B AO M IH N AA
abominâtes,a b ɔ m i n ɑ t,AE B AO M IH N AA T
abominèrent,a b ɔ m i n ɛ ʁ,AE B AO M IH N EH
abominé,a b ɔ m i n e,AE B AO M IH N EH
abondamment,a b ɔ̃ d a m ɑ̃,AE B AO D AE M AA
abondance,a b ɔ̃ d ɑ̃ s,AE B AO D AA S
abondant,a b ɔ̃ d ɑ̃,AE B AO D AA
abondement,a b ɔ̃ d m ɑ̃,AE B AO D M AA
abonder,a b ɔ̃ d e,AE B AO D EH
abonnement,a b ɔ n m ɑ̃,AE B AO N M AA
abonner,a b ɔ n e,AE B AO N EH
abonni,a b ɔ n i,AE B AO N IH
abonnira,a b ɔ n i ʁ a,AE B AO N IH AE
abonnirai,a b ɔ n i ʁ e,AE B AO N IH EH
abonniraient,a b ɔ n i ʁ ɛ,AE B AO N IH EH
abonnirais,a b ɔ n i ʁ ɛ,AE B AO N IH EH
abonnirait,a b ɔ n i ʁ ɛ,AE B AO N IH EH
abonniras,a b ɔ n i ʁ ɑ,AE B AO N IH AA
abonnirent,a b ɔ n i ʁ,AE B AO N IH
abonnirez,a b ɔ n i ʁ e,AE B AO N IH EH
abonniriez,a b ɔ n i ʁ j e,AE B AO N IH Y EH
abonnirions,a b ɔ n i ʁ j ɔ̃,AE B AO N IH Y AO
abonnirons,a b ɔ n i ʁ ɔ̃,AE B AO N IH AO
abonniront,a b ɔ n i ʁ ɔ̃,AE B AO N IH AO
abonnis,a b ɔ n i,AE B AO N IH
abonnissaient,a b ɔ n i s ɛ,AE B AO N IH S EH
abonnissais,a b ɔ n i s ɛ,AE B AO N IH S EH
abonnissait,a b ɔ n i s ɛ,AE B AO N IH S EH
abonnissant,a b ɔ n i s ɑ̃,AE B AO N IH S AA
abonnisse,a b ɔ n i s,AE B AO N IH S
abonnissement,a b ɔ n i s m ɑ̃,AE B AO N IH S M AA
abonnissent,a b ɔ n i s,AE B AO N IH S
abonnisses,a b ɔ n i s,AE B AO N IH S
abonnissez,a b ɔ n i s e,AE B AO N IH S EH
abonnissiez,a b ɔ n i s j e,AE B AO N IH S Y EH
abonnissions,a b ɔ n i s j ɔ̃,AE B AO N IH S Y AO
abonnissons,a b ɔ n i s ɔ̃,AE B AO N IH S AO
abonnit,a b ɔ n i,AE B AO N IH
abonné,a b ɔ n e,AE B AO N EH
abonnîmes,a b ɔ n i m,AE B AO N IH M
abonnît,a b ɔ n i,AE B AO N IH
abonnîtes,a b ɔ n i t,AE B AO N IH T
abord,a b ɔ ʁ,AE B AO
abordable,a b ɔ ʁ d a b l,AE B AO D AE B L
abordables,a b ɔ ʁ d a b l,AE B AO D AE B L
aborder,a b ɔ ʁ d e,AE B AO D EH
abordeur,a b ɔ ʁ d œ ʁ,AE B AO D AE
aborigène,a b ɔ ʁ i ʒ ɛ n,AE B AO IH ZH EH N
aborner,a b ɔ ʁ n e,AE B AO N EH
abornerait,a b ɔ ʁ n ə ʁ ɛ,AE B AO N AX EH
abot,a b o,AE B OH
aboteau,a b ɔ t o,AE B AO T OH
abou,a b u,AE B UW
aboudabienne,a b u d a b j ɛ n,AE B UW D AE B Y EH N
aboudhabienne,a b u d a b j ɛ n,AE B UW D AE B Y EH N
abougrie,a b u ɡ ʁ i,AE B UW G IH
abouler,a b u l e,AE B UW L EH
aboutir,a b u t i ʁ,AE B UW T IH
aboutira,a b u t i ʁ a,AE B UW T IH AE
aboutirai,a b u t i ʁ e,AE B UW T IH EH
aboutiraient,a b u t i ʁ ɛ,AE B UW T IH EH
aboutirais,a b u t i ʁ ɛ,AE B UW T IH EH
aboutirait,a b u t i ʁ ɛ,AE B UW T IH EH
aboutiras,a b u t i ʁ ɑ,AE B UW T IH AA
aboutirent,a b u t i ʁ,AE B UW T IH
aboutirez,a b u t i ʁ e,AE B UW T IH EH
aboutiriez,a b u t i ʁ j e,AE B UW T IH Y EH
aboutirions,a b u t i ʁ j ɔ̃,AE B UW T IH Y AO
aboutirons,a b u t i ʁ ɔ̃,AE B UW T IH AO
aboutiront,a b u t i ʁ ɔ̃,AE B UW T IH AO
aboutis,a b u t i,AE B UW T IH
aboutissaient,a b u t i s ɛ,AE B UW T IH S EH
aboutissais,a b u t i s ɛ,AE B UW T IH S EH
aboutissait,a b u t i s ɛ,AE B UW T IH S EH
aboutissant,a b u t i s ɑ̃,AE B UW T IH S AA
aboutisse,a b u t i s,AE B UW T IH S
aboutissement,a b u t i s m ɑ̃,AE B UW T IH S M AA
aboutissent,a b u t i s,AE B UW T IH S
aboutisses,a b u t i s,AE B UW T IH S
aboutissez,a b u t i s e,AE B UW T IH S EH
aboutissiez,a b u t i s j e,AE B UW T IH S Y EH
aboutissions,a b u t i s j ɔ̃,AE B UW T IH S Y AO
aboutissons,a b u t i s ɔ̃,AE B UW T IH S AO
aboutit,a b u t i,AE B UW T IH
aboutîmes,a b u t i m,AE B UW T IH M
aboutît,a b u t i,AE B UW T IH
aboutîtes,a b u t i t,AE B UW T IH T
aboyer,a b w a j e,AE B W AE Y EH
abracadabra,a b ʁ a k a d a b ʁ a,AE B AE K AE D AE B AE
abracadabrant,a b ʁ a k a d a b ʁ ɑ̃,AE B AE K AE D AE B AA
abracadabrantesque,a b ʁ a k a d a b ʁ ɑ̃ t ɛ s k,AE B AE K AE D AE B AA T EH S K
abraham,a b ʁ a a m,AE B AE AE M
abrasa,a b ʁ a z a,AE B AE Z AE
abrasai,a b ʁ a z e,AE B AE Z EH
abrasaient,a b ʁ a z ɛ,AE B AE Z EH
abrasais,a b ʁ a z ɛ,AE B AE Z EH
abrasait,a b ʁ a z ɛ,AE B AE Z EH
abrasant,a b ʁ a z ɑ̃,AE B AE Z AA
abrasas,a b ʁ a z ɑ,AE B AE Z AA
abrasasse,a b ʁ a z a s,AE B AE Z AE S
abrasassent,a b ʁ a z a s,AE B AE Z AE S
abrasasses,a b ʁ a z a s,AE B AE Z AE S
abrasassiez,a b ʁ a z a s j e,AE B AE Z AE S Y EH
abrasassions,a b ʁ a z a s j ɔ̃,AE B AE Z AE S Y AO
abrase,a b ʁ a z,AE B AE Z
abrasent,a b ʁ a z,AE B AE Z
abraser,a b ʁ a z e,AE B AE Z EH
abrasera,a b ʁ a z ʁ a,AE B AE Z AE
abraserai,a b ʁ a z ʁ e,AE B AE Z EH
abraseraient,a b ʁ a z ʁ ɛ,AE B AE Z EH
abraserais,a b ʁ a z ʁ ɛ,AE B AE Z EH
abraserait,a b ʁ a z ʁ ɛ,AE B AE Z EH
abraseras,a b ʁ a z ʁ ɑ,AE B AE Z AA
abraserez,a b ʁ a z ʁ e,AE B AE Z EH
abraseriez,a b ʁ a z ə ʁ j e,AE B AE Z AX Y EH
abraserions,a b ʁ a z ə ʁ j ɔ̃,AE B AE Z AX Y AO
abraserons,a b ʁ a z ʁ ɔ̃,AE B AE Z AO
abraseront,a b ʁ a z ʁ ɔ̃,AE B AE Z AO
abrases,a b ʁ a z,AE B AE Z
abrasez,a b ʁ a z e,AE B AE Z EH
abrasiez,a b ʁ a z j e,AE B AE Z Y EH
abrasif,a b ʁ a z i f,AE B AE Z IH F
abrasons,a b ʁ a z ɔ̃,AE B AE Z AO
abrasâmes,a b ʁ a z ɑ m,AE B AE Z AA M
abrasât,a b ʁ a z ɑ,AE B AE Z AA
abrasâtes,a b ʁ a z ɑ t,AE B AE Z AA T
abrasèrent,a b ʁ a z ɛ ʁ,AE B AE Z EH
abrasé,a b ʁ a z e,AE B AE Z EH
abreuver,a b ʁ œ v e,AE B AE V EH
abreuvoir,a b ʁ œ v w a ʁ,AE B AE V W AE
abri,a b ʁ i,AE B IH
abria,a b ʁ i j a,AE B IH Y AE
abrias,a b ʁ i j a,AE B IH Y AE
abribus,a b ʁ i b y s,AE B IH B S
abricot,a b ʁ i k o,AE B IH K OH
abricotier,a b ʁ i k ɔ t j e,AE B IH K AO T Y EH
abricotine,a b ʁ i k ɔ t i n,AE B IH K AO T IH N
abricoté,a b ʁ i k ɔ t e,AE B IH K AO T EH
abrier,a b ʁ i j e,AE B IH Y EH
abris,a b ʁ i,AE B IH
abriter,a b ʁ i t e,AE B IH T EH
abrivent,a b ʁ i v ɑ̃,AE B IH V AA
abriât,a b ʁ i j a,AE B IH Y AE
abrogation,a b ʁ ɔ ɡ a s j ɔ̃,AE B AO G AE S Y AO
abrogatrice,a b ʁ ɔ ɡ a t ʁ i s,AE B AO G AE T IH S
abroge,a b ʁ ɔ ʒ,AE B AO ZH
abrogea,a b ʁ ɔ ʒ a,AE B AO ZH AE
abrogeable,a b ʁ ɔ ʒ a b l,AE B AO ZH AE B L
abrogeables,a b ʁ ɔ ʒ a b l,AE B AO ZH AE B L
abrogeai,a b ʁ ɔ ʒ e,AE B AO ZH EH
abrogeaient,a b ʁ ɔ ʒ ɛ,AE B AO ZH EH
abrogeais,a b ʁ ɔ ʒ ɛ,AE B AO ZH EH
abrogeait,a b ʁ ɔ ʒ ɛ,AE B AO ZH EH
abrogeant,a b ʁ ɔ ʒ ɑ̃,AE B AO ZH AA
abrogeas,a b ʁ ɔ ʒ ɑ,AE B AO ZH AA
abrogeasse,a b ʁ ɔ ʒ a s,AE B AO ZH AE S
abrogeassent,a b ʁ ɔ ʒ a s,AE B AO ZH AE S
abrogeasses,a b ʁ ɔ ʒ a s,AE B AO ZH AE S
abrogeassiez,a b ʁ ɔ ʒ a s j e,AE B AO ZH AE S Y EH
abrogeassions,a b ʁ ɔ ʒ a s j ɔ̃,AE B AO ZH AE S Y AO
abrogent,a b ʁ ɔ ʒ,AE B AO ZH
abrogeons,a b ʁ ɔ ʒ ɔ̃,AE B AO ZH AO
abroger,a b ʁ ɔ ʒ e,AE B AO ZH EH
abrogera,a b ʁ ɔ ʒ ʁ a,AE B AO ZH AE
abrogerai,a b ʁ ɔ ʒ ʁ e,AE B AO ZH EH
abrogeraient,a b ʁ ɔ ʒ ʁ ɛ,AE B AO ZH EH
abrogerais,a b ʁ ɔ ʒ ʁ ɛ,AE B AO ZH EH
abrogerait,a b ʁ ɔ ʒ ʁ ɛ,AE B AO ZH EH
abrogeras,a b ʁ ɔ ʒ ʁ ɑ,AE B AO ZH AA
abrogerez,a b ʁ ɔ ʒ ʁ e,AE B AO ZH EH
abrogeriez,a b ʁ ɔ ʒ ə ʁ j e,AE B AO ZH AX Y EH
abrogerions,a b ʁ ɔ ʒ ə ʁ j ɔ̃,AE B AO ZH AX Y AO
abrogerons,a b ʁ ɔ ʒ ʁ ɔ̃,AE B AO ZH AO
abrogeront,a b ʁ ɔ ʒ ʁ ɔ̃,AE B AO ZH AO
abroges,a b ʁ ɔ ʒ,AE B AO ZH
abrogez,a b ʁ ɔ ʒ e,AE B AO ZH EH
abrogeâmes,a b ʁ ɔ ʒ ɑ m,AE B AO ZH AA M
abrogeât,a b ʁ ɔ ʒ ɑ,AE B AO ZH AA
abrogeâtes,a b ʁ ɔ ʒ ɑ t,AE B AO ZH AA T
abrogiez,a b ʁ ɔ ʒ j e,AE B AO ZH Y EH
abrogions,a b ʁ ɔ ʒ j ɔ̃,AE B AO ZH Y AO
abrogèrent,a b ʁ ɔ ʒ ɛ ʁ,AE B AO ZH EH
abrogé,a b ʁ ɔ ʒ e,AE B AO ZH EH
abrouti,a b ʁ u t i,AE B UW T IH
abroutir,a b ʁ u t i ʁ,AE B UW T IH
abroutira,a b ʁ u t i ʁ a,AE B UW T IH AE
abroutirai,a b ʁ u t i ʁ e,AE B UW T IH EH
abroutiraient,a b ʁ u t i ʁ ɛ,AE B UW T IH EH
abroutirais,a b ʁ u t i ʁ ɛ,AE B UW T IH EH
abroutirait,a b ʁ u t i ʁ ɛ,AE B UW T IH EH
abroutiras,a b ʁ u t i ʁ ɑ,AE B UW T IH AA
abroutirent,a b ʁ u t i ʁ,AE B UW T IH
abroutirez,a b ʁ u t i ʁ e,AE B UW T IH EH
abroutiriez,a b ʁ u t i ʁ j e,AE B UW T IH Y EH
abroutirions,a b ʁ u t i ʁ j ɔ̃,AE B UW T IH Y AO
abroutirons,a b ʁ u t i ʁ ɔ̃,AE B UW T IH AO
abroutiront,a b ʁ u t i ʁ ɔ̃,AE B UW T IH AO
abroutis,a b ʁ u t i,AE B UW T IH
abroutissaient,a b ʁ u t i s ɛ,AE B UW T IH S EH
abroutissais,a b ʁ u t i s ɛ,AE B UW T IH S EH
abroutissait,a b ʁ u t i s ɛ,AE B UW T IH S EH
abroutissant,a b ʁ u t i s ɑ̃,AE B UW T IH S AA
abroutisse,a b ʁ u t i s,AE B UW T IH S
abroutissent,a b ʁ u t i s,AE B UW T IH S
abroutisses,a b ʁ u t i s,AE B UW T IH S
abroutissez,a b ʁ u t i s e,AE B UW T IH S EH
abroutissiez,a b ʁ u t i s j e,AE B UW T IH S Y EH
abroutissions,a b ʁ u t i s j ɔ̃,AE B UW T IH S Y AO
abroutissons,a b ʁ u t i s ɔ̃,AE B UW T IH S AO
abroutit,a b ʁ u t i,AE B UW T IH
abroutîmes,a b ʁ u t i m,AE B UW T IH M
abroutît,a b ʁ u t i,AE B UW T IH
abroutîtes,a b ʁ u t i t,AE B UW T IH T
abrupt,a b ʁ y p t,AE B P T
